gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Significance
MAFA,9.338362970634678,-0.13350296110556267,0.20973692520813242,-0.6365257856864308,0.5244337797132367,0.5675365366999173,Not Significant
SLC25A36,4239.468339110196,0.03361680297799979,0.05288708116260343,0.6356335467756973,0.5250152988557256,0.5681292276131186,Not Significant
CTDSPL2,2462.058799303133,-0.030923186598742203,0.04865843069568338,-0.6355154935460234,0.5250922650879675,0.5681758908344697,Not Significant
HDAC3,2711.650990311503,0.023538997984732087,0.03704588919630422,0.6354010794558115,0.5251668642495002,0.5682013298766658,Not Significant
NACA2,8.713565039350872,0.07249679406846632,0.11410068640108635,0.6353756174053663,0.5251834665056125,0.5682013298766658,Not Significant
KYAT3,1662.680978062639,-0.03726318998913389,0.058654345771750487,-0.6353014341706433,0.5252318384170742,0.5682170449378684,Not Significant
ETF1,8471.830766999301,-0.025984452147952017,0.04091309801634865,-0.6351132866440174,0.5253545320945793,0.5683131570851084,Not Significant
STEAP1,691.444144270567,-0.07734979064201085,0.12189941429986409,-0.6345378366768502,0.5257298821901394,0.568682555554643,Not Significant
ADAMTS17,285.7390649781146,0.08574714260640032,0.13519936105642766,0.6342274248663968,0.525932412148995,0.5688283298001113,Not Significant
ATP10A,1213.4229772227186,-0.05811721344216866,0.09162831949136353,-0.6342713013267314,0.525903782281663,0.5688283298001113,Not Significant
IBSP,179.29141158692835,0.11966868210182985,0.18883117670875124,0.6337337095897252,0.5262546216471853,0.5691401525615504,Not Significant
WNT11,337.7238440037924,-0.1268841078257286,0.2002357236042298,-0.6336736799099733,0.5262938052186376,0.569145864597429,Not Significant
KCTD12,5983.514024316745,-0.05351650523442209,0.0844790246906419,-0.6334886728439035,0.5264145754845739,0.5692397998863141,Not Significant
TEX11,20.470408267709754,0.08488144952180954,0.1340100001066761,0.6333963842567069,0.5264748255955027,0.5692682836594937,Not Significant
ATP2A1,87.82134327445509,-0.06844862562183224,0.10822364929935561,-0.6324738267926786,0.5270773058352942,0.569883030228822,Not Significant
MECOM,791.4003377926549,0.06214981874229891,0.09833819494645549,0.6320008088021046,0.5273863487196404,0.5701804496590238,Not Significant
RFTN2,262.6586629205202,0.05538990239038885,0.08765260475057031,0.6319253437819652,0.5274356617928124,0.5701970436072983,Not Significant
GTF2I,1797.13050332006,0.04475099479670171,0.07089694518934005,0.6312118904021607,0.5279019884036238,0.5706644289323912,Not Significant
HES6,582.8005038512161,0.08688608532294942,0.1377464800222778,0.63076809882109,0.5281921649435093,0.5709413473100016,Not Significant
SPPL2B,2206.575264031548,-0.04751110216801138,0.07547536142809749,-0.6294915488847762,0.5290272997565743,0.5718072565228798,Not Significant
TGFBR1,5178.579640514273,-0.05495222970381021,0.08738257568325278,-0.62886942018055,0.5294345474517022,0.5722105956749615,Not Significant
ARL13B,689.7040031190968,0.03563818328011229,0.05669786280197399,0.6285630801390898,0.5296351373095087,0.5723905423684842,Not Significant
RPGRIP1L,881.4139020461932,-0.0385169195774786,0.06134290039946391,-0.6278953118723941,0.530072522339188,0.5728263601564396,Not Significant
BCL6,3453.441134897794,0.04949581858134674,0.07893390609942944,0.6270539623238601,0.5306238634135616,0.5733852612633156,Not Significant
ZNF575,128.77578810247323,0.0390546915803511,0.062437335457838514,0.6255022142436428,0.531641495610914,0.5744109556130791,Not Significant
RNPC3,574.633171883975,-0.04050642617142255,0.06475559976977406,-0.6255277738980917,0.5316247256498572,0.5744109556130791,Not Significant
CDC6,1976.5112574488053,0.09072554174233396,0.1451792145501839,0.62492101244268,0.532022900643625,0.5747860516124059,Not Significant
R3HDM4,5022.720115261849,-0.03622018667014174,0.058154328444031234,-0.6228287324304793,0.5333970748781585,0.5762335967216553,Not Significant
ZNF774,264.8174567236216,-0.047524853946549324,0.07635700975295226,-0.6224032881894229,0.5336767188292275,0.576498600843258,Not Significant
PPFIBP1,4078.386957479424,-0.04381005257499241,0.07043398859404802,-0.6220015854489681,0.5339408254981601,0.5767467879592788,Not Significant
VRK2,1374.9620366815093,0.06199379948661068,0.09969654621677604,0.6218249461903518,0.5340569810384352,0.57677555755148,Not Significant
ZSCAN31,774.4319964995453,0.05765692302356151,0.09272518519393948,0.6218043447739586,0.5340705290765879,0.57677555755148,Not Significant
AP001453.3,8.550796712032573,-0.09497748096256124,0.1527221436307401,-0.6218972488508474,0.5340094342635275,0.57677555755148,Not Significant
DPYD,1545.6466702935966,0.05855630816357629,0.09423512343199161,0.6213851696797075,0.5343462274285686,0.5770361807584465,Not Significant
PUM1,7157.144522222895,0.0236047713510567,0.03804471372319503,0.6204481264545667,0.5349627958471832,0.5776648495968684,Not Significant
CAPRIN2,927.9244385981855,0.03663634466717161,0.0590868525904822,0.6200422439335185,0.5352299752514789,0.5779161837227828,Not Significant
KCNK2,676.3901458985332,-0.12881300809194068,0.2078795212745701,-0.6196522259727677,0.5354867748831168,0.5781562786505733,Not Significant
CMTM6,7489.432314060599,-0.038092292349526456,0.061503665928789295,-0.6193499488897264,0.5356858459610696,0.5783340181346904,Not Significant
NRXN1,110.50050620281664,0.14763466363753858,0.2384020939877536,0.6192674786032809,0.5357401650151841,0.578355468476298,Not Significant
SCLY,78.22248786911109,-0.04106917070523002,0.06641417292554555,-0.618379615316013,0.5363251318256124,0.5789125128970861,Not Significant
ADAR,36455.40799121756,0.036172859117444195,0.05849195047002795,0.618424566573133,0.5362955080638402,0.5789125128970861,Not Significant
TNFRSF14,2239.84736896683,-0.05511775219509695,0.08918477437357249,-0.6180175100765811,0.5365637963253067,0.5791328926777195,Not Significant
NSMCE4A,1492.4340629211772,-0.04122269590792313,0.06677101601121062,-0.6173740998789352,0.5369880014179064,0.5795534919835301,Not Significant
ZBTB14,785.9352760524149,-0.024875717429576984,0.04035118709799901,-0.6164804363540164,0.537577479968564,0.5801523999557889,Not Significant
MT3,13.34820636816094,0.1644135476237857,0.26680283965341633,0.6162361234136904,0.5377386902852117,0.5802890745328877,Not Significant
PGM2L1,1768.6974665145422,0.06617777993799621,0.10755423958628153,0.6152968045941831,0.5383587274428439,0.580920832774808,Not Significant
TBL1XR1,12222.283343722147,0.03917894212381973,0.06368060654841821,0.6152413465790536,0.5383953460637848,0.5809230072446057,Not Significant
RBM12B,1261.0732404793464,0.03634572627681388,0.05909622959474246,0.6150261450867147,0.538537454250593,0.5810389962698558,Not Significant
TAMALIN,387.6197882086017,-0.06163830902195422,0.10038257317363823,-0.6140339610076985,0.5391928856752257,0.5817087696623411,Not Significant
RGS1,3702.1271172515712,0.07557139918818169,0.12312510304238924,0.6137773477611964,0.5393624680241849,0.5818543319104238,Not Significant
ACVRL1,1416.562860610251,-0.043473182382491836,0.0708715283440978,-0.6134082811283454,0.5396064118013819,0.5820800900418684,Not Significant
DNAJC3,7183.86865725808,0.04066165178869351,0.06634384392225985,0.6128926119556756,0.5399473486709869,0.582410440085359,Not Significant
DMTF1,2740.3666211360573,0.03574842197207105,0.05833374887470235,0.612825725445088,0.5399915788694196,0.5824207276620504,Not Significant
STXBP5,1553.2492315399757,0.044417346769679185,0.07252353318919098,0.6124542588653032,0.5402372524296282,0.582648271475562,Not Significant
SOWAHC,1904.2817016059078,0.04764916085669603,0.07787709640549621,0.6118507630098695,0.5406365003037921,0.5830414059934516,Not Significant
MT-ATP8,12421.744118111985,-0.06633315042067273,0.10845044423823688,-0.6116448013339288,0.5407727897743981,0.5831509246359581,Not Significant
KLHL22,1256.6628738504921,-0.03285364700645449,0.053782641191300606,-0.6108596803492164,0.5412924794245957,0.5836577382622472,Not Significant
SV2A,336.99252482467995,0.08785108008661488,0.1438225334671251,0.6108297355691892,0.5413123055005473,0.5836577382622472,Not Significant
ZNF277,1281.547142875984,-0.029370908754379036,0.0481052683659954,-0.6105549298866549,0.541494267945922,0.5838164389105478,Not Significant
NEK7,3995.9112898863623,0.03589366842098962,0.05880073690922558,0.6104288875903197,0.5415777370036832,0.583868934550336,Not Significant
NLGN4X,359.05289908081625,-0.10550324810392196,0.17294185864976916,-0.6100503887701382,0.5418284290782349,0.5841016931461765,Not Significant
HIPK1,5557.998364343801,-0.03658157156471862,0.06009839800680264,-0.6086946204552389,0.542726873429544,0.5850326666967499,Not Significant
HRH4,5.332703339204636,-0.07649269994272517,0.12579366247854998,-0.6080807127765162,0.5431339435340179,0.5854338776275501,Not Significant
CEP83,780.6120860346041,0.03390230914433217,0.055769373440387286,0.6079019191522897,0.5432525266517059,0.5855241023002593,Not Significant
AC005324.2,4.333298407071876,0.10898119508918419,0.17954893139447783,0.6069721175323909,0.5438694162102923,0.5861513615804318,Not Significant
VPS26B,3832.210918281816,-0.0283339760243776,0.04675587691719104,-0.6059981737602672,0.544515965916004,0.5868105042879623,Not Significant
SHARPIN,4436.269106169871,-0.04789315745581108,0.07904493592732886,-0.6058978591600399,0.544582581157171,0.5868446224062255,Not Significant
MIER1,3025.7536549026727,-0.030147030544132515,0.049765022967937264,-0.6057875340187369,0.5446558487062061,0.5868482374738327,Not Significant
NBPF12,634.9170610394281,-0.0387164845422958,0.06390768096327827,-0.605818955698651,0.5446349808924683,0.5868482374738327,Not Significant
SCAMP5,1449.199997222554,-0.06248144816439275,0.1031609408879817,-0.6056696228879769,0.5447341595671835,0.5868949474274083,Not Significant
RARRES2,2688.444040472571,-0.07291044025026798,0.12039568168646242,-0.6055901609506498,0.5447869374910899,0.5869141440416106,Not Significant
MEGF8,3322.492503856507,-0.04033904337218888,0.06669957485163011,-0.6047871138897224,0.5453204568226889,0.5874512210690004,Not Significant
CLMN,4658.846642809377,-0.05087998729602384,0.08417170608331165,-0.6044785078451865,0.5455255539694535,0.5876344562104064,Not Significant
B3GNT2,2859.5327644893496,0.034114788422321234,0.05645025602838338,0.6043336350001353,0.5456218485195496,0.5877004743324907,Not Significant
RITA1,1308.2143210430418,0.031008940448124942,0.0513502714300615,0.603871013425095,0.5459294017624785,0.5879940204522031,Not Significant
FHDC1,1438.275216827294,0.0528594845458858,0.08756881844546541,0.6036336390538912,0.5460872428466222,0.5880885645589259,Not Significant
THAP7,1509.112581298527,0.042247062974372314,0.06998654267853385,0.6036455203741655,0.5460793418751885,0.5880885645589259,Not Significant
SLC4A2,3939.930949563167,0.03829301539111699,0.06356053176032192,0.6024653087471754,0.546864448660045,0.5888877719117919,Not Significant
HDHD3,1769.6594896574154,-0.0410605475512874,0.06816857752637573,-0.6023383359495844,0.5469489474775686,0.588909154790964,Not Significant
RBM25,6439.361252789081,-0.02405603777739218,0.039938299447337816,-0.6023300468542031,0.5469544639921795,0.588909154790964,Not Significant
C19orf81,9.042411876234246,-0.16025074272052398,0.2665024821384594,-0.6013105072592415,0.5476331925117333,0.5896021314620008,Not Significant
LPP,10146.152039476012,0.04335693544463981,0.07215206270853576,0.6009105466573249,0.5478995682221346,0.5898510934534561,Not Significant
COL6A2,55655.31863918709,0.068472614577178,0.11403525141576563,0.6004512966567767,0.5482055099286454,0.5901047769095985,Not Significant
RGPD2,24.463492994488153,0.11378438546150853,0.18949094681113024,0.600473992960307,0.5481903881949799,0.5901047769095985,Not Significant
JUN,12906.768542778806,-0.06245576606691129,0.10409348567794716,-0.5999968745416211,0.5485083184613546,0.5903928736506521,Not Significant
WASHC2C,2009.9326359160534,0.029442888284873067,0.049096173286490526,0.5996982313278308,0.5487073671970162,0.5905692576294082,Not Significant
ADGRL1,3956.065149654841,-0.04863378861168763,0.08110824148559251,-0.5996158678933582,0.5487622695353729,0.5905904853490506,Not Significant
TUT7,2770.737855729408,0.03327869134838525,0.05552715565787497,0.5993228169911778,0.5489576352419107,0.5907628705411023,Not Significant
XPNPEP3,1564.5982632367518,0.03377638976659227,0.05638732466785782,0.5990067797248352,0.5491683635269506,0.5909517650721394,Not Significant
RPL13A,84690.31676892863,0.04579035773543164,0.07647505036382708,0.5987620474597374,0.549331574257751,0.5910895057453611,Not Significant
PDP2,880.6306893326838,0.03541890726929661,0.05919151936060991,0.5983780726004945,0.5495876933818485,0.5913271932637616,Not Significant
OR1L8,8.593676557265479,0.06838899309289347,0.1145054147305226,0.5972555381231563,0.5503367843891054,0.5920952279110677,Not Significant
ESRRB,32.1153831467357,-0.0949829479745579,0.15905587276526248,-0.5971671861166387,0.5503957648873559,0.5921207370028151,Not Significant
PET117,24.952954166385954,0.06530327907004543,0.109443312039967,0.5966858810540903,0.5507171208069404,0.5924284905873968,Not Significant
MRPS16,4811.711244020647,-0.02988100556689312,0.05013156445614165,-0.5960517269121925,0.5511406713327387,0.5928461325260471,Not Significant
FLNC,797.5036870334255,0.07867219321026701,0.13211730393812685,0.5954722876203313,0.5515278179012981,0.5932245647697971,Not Significant
MKKS,1482.0739210666318,0.02713549137384691,0.04568338060691747,0.5939904405791282,0.5525185067222897,0.5942520783428663,Not Significant
PLA2G1B,6.106280054204215,-0.09108295077651805,0.15350254047613346,-0.59336445178039,0.5529372737138942,0.5946643786744944,Not Significant
ZNF623,3657.019970884572,-0.04198428693373481,0.07095781478749374,-0.5916795360661882,0.5540652024290127,0.595839255549181,Not Significant
SLC12A5,34.23351825576187,0.08937105064183408,0.15118167959417797,0.5911500049591708,0.5544199174947938,0.5961825246542787,Not Significant
EMC10,6105.478570069039,0.03830002170527917,0.06495604707253028,0.5896298101778447,0.5554388616359318,0.5972017169939813,Not Significant
KIF6,84.68910733837745,-0.07651135170428579,0.1297581444087217,-0.5896458526971897,0.5554281040097242,0.5972017169939813,Not Significant
KLC2,2034.6165886653716,-0.03851469836633795,0.06546381476240695,-0.588335685998783,0.5563069970406701,0.5980968214101038,Not Significant
TBCD,6131.031044445639,0.037373705154028554,0.06353569943983475,0.5882315845034436,0.5563768600398171,0.5981336274557152,Not Significant
PRRX1,6973.396941686978,-0.06174918589517816,0.10509995229284352,-0.5875282009940817,0.556849016080349,0.5986028867232438,Not Significant
LGALS7,10.556294754840819,0.17536809180797489,0.2990372211292168,0.5864423537168862,0.5575782894242791,0.5993484647749262,Not Significant
ZNF33B,2093.1156118748277,0.03623011772133964,0.061791060706786055,0.5863326718610731,0.5576519794493361,0.5993892970737854,Not Significant
CEP112,320.6861943769228,0.04725941452796129,0.08066329965744934,0.5858849653889262,0.5579528212928468,0.5996742614509804,Not Significant
CSKMT,187.2593582591023,0.05084757059990867,0.08687174716196744,0.5853176925877439,0.5583341205425557,0.600045657491097,Not Significant
TCEA1,5518.737396630507,0.037087155183268876,0.06338885614823228,0.5850737406673195,0.5584981347066922,0.6001835031017762,Not Significant
H3-3B,42048.700530612645,0.03740046788909948,0.06397486891327822,0.5846118721993484,0.5588087230053247,0.6004788351669583,Not Significant
OAZ2,5215.090582062244,0.023822142380747573,0.04080921256392736,0.5837442303849982,0.5593924045898178,0.601067568372623,Not Significant
HNRNPA1L2,196.33989526065025,0.036079833263455006,0.061835082135963386,0.5834848441556596,0.5595669567947092,0.6012166445228531,Not Significant
ACP3,143.49802766522353,0.07588255744991072,0.13006286106356638,0.5834298648314695,0.5596039581520093,0.6012179220181705,Not Significant
NOL4L,3445.40952902391,0.036376164374311376,0.06239627298497794,0.58298617263677,0.5599026086277725,0.6015002875563477,Not Significant
BSG,31400.5865423295,0.042253878241812454,0.07255819532614259,0.5823446690189172,0.5603345431308193,0.6019257940926667,Not Significant
BSPRY,3371.718738454184,-0.05191421134684944,0.08923151712639028,-0.5817923197844607,0.5607065778906097,0.6022869044486248,Not Significant
BCLAF1,8960.048316742455,-0.024234241963926918,0.04166531568989329,-0.5816406659269688,0.5608087452531973,0.6023581071855839,Not Significant
INTS5,2135.320499308316,-0.026825501831709606,0.04618373179087627,-0.5808430975906772,0.561346205655083,0.6028968140578038,Not Significant
USO1,6908.865857185354,0.03242941670299096,0.05586661095418559,0.5804793981432896,0.5615913758724054,0.6031215467084149,Not Significant
TUBAL3,94.77944162080627,-0.09789310221434169,0.16879347261293565,-0.5799578662548327,0.5619430314519562,0.6034606033400782,Not Significant
ZFP92,140.77029545578918,-0.06091117279465671,0.10517430811609792,-0.5791449821321304,0.5624913504722133,0.6040107964518048,Not Significant
CABIN1,4949.791107495601,-0.02657681849377942,0.04595272869301265,-0.5783512589932567,0.5630269938743888,0.6045473088048122,Not Significant
POGZ,8333.913538081122,-0.032413255916599805,0.05612385633100772,-0.5775308048226881,0.5635809351962793,0.6050837748741651,Not Significant
LPAR5,383.49970264114353,0.05093560360021518,0.08819949237524603,0.5775044983650122,0.5635987007211889,0.6050837748741651,Not Significant
PPP1R12A,4133.819146467214,0.029748178892193125,0.05153575326788163,0.577233803832512,0.5637815243801036,0.6052413499995639,Not Significant
SMARCD3,1124.371651357901,-0.057859866175470974,0.1002818972588915,-0.5769721929581945,0.5639582401986352,0.6053923483889435,Not Significant
MYH3,118.14560475067461,0.053769807775423145,0.0932600640032485,0.5765576975536945,0.5642382827691603,0.6056265810338745,Not Significant
PLEKHS1,2524.2612187333266,0.09518993831883507,0.1651048240213754,0.576542441343272,0.5642485914909954,0.6056265810338745,Not Significant
PAIP2B,639.6921763514404,0.058044834953614594,0.10087339589009255,0.575422631918309,0.5650055015732742,0.606400227618727,Not Significant
ALS2,1851.2955555226358,0.025757173630012647,0.044766753194092644,0.5753638982558943,0.565045214747229,0.6064040826680612,Not Significant
EEFSEC,1308.022305019542,0.03173142029324407,0.05516183198351279,0.5752423215880178,0.5651274239200972,0.6064499745457289,Not Significant
NBPF19,4.207290611296964,0.09251304899002749,0.16083804524578327,0.575193815919949,0.5651602246704747,0.6064499745457289,Not Significant
SRSF9,2532.2974360830913,0.0289885105480831,0.05044174183999948,0.5746928930415263,0.5654990148119106,0.6067359532602002,Not Significant
RPS26,8498.53921208514,0.05053587705968799,0.08792816584592837,0.5747404892789325,0.5654668197616612,0.6067359532602002,Not Significant
TIGD7,104.35364003306888,0.041994575620343984,0.07308440936211937,0.5746037491015196,0.5655593159313117,0.6067618734569825,Not Significant
UCP3,85.07543272489126,0.05193309985776013,0.09051077119791197,0.5737781169072416,0.5661179588055114,0.6073224035035417,Not Significant
H4C8,1464.4435661095547,0.09077471017711071,0.15824814873237086,0.5736225725498301,0.5662232335504795,0.6073965268271854,Not Significant
G3BP1,11993.563594261283,0.028923897187164677,0.05046412302606058,0.5731576306642218,0.5665379691619068,0.6076953182729596,Not Significant
ABHD17A,1663.8433968267345,0.03791967117640479,0.06624032728009052,0.5724559755881835,0.5670131031076497,0.6081661113577321,Not Significant
TMEM198,256.78045119386013,0.06670206767862703,0.116555739714742,0.5722761302178115,0.5671349182446908,0.6082579063113696,Not Significant
SHC1,6474.085462695679,-0.028905465082286957,0.05062333539984397,-0.5709909245208693,0.5680057947798919,0.609153014102774,Not Significant
FLII,9749.315418443648,0.03237153228850589,0.05671349172477784,0.5707906761516313,0.5681415439622375,0.6092596767830113,Not Significant
TRIM68,671.682103644692,-0.05134035063773169,0.08999332902558042,-0.5704906262900697,0.568344978024592,0.6094389046421085,Not Significant
WDR1,19191.968821691466,0.022093704509358245,0.038738615357519324,0.5703276770595717,0.5684554723349219,0.6095084552667096,Not Significant
EIF4G2,57014.26372818357,0.02504847601277497,0.04392251060346177,0.570287892668885,0.5684824513084429,0.6095084552667096,Not Significant
CTHRC1,6048.876102422299,-0.058486572441622725,0.1025705065642498,-0.5702084780578415,0.5685363065384271,0.6095272695681151,Not Significant
DCT,17.07847527098624,0.11890715981157746,0.20881996342306358,0.5694242919230609,0.569068235358074,0.6100585910083873,Not Significant
CD22,592.6544964413441,0.08166805125279955,0.1435998523849434,0.5687196044872991,0.5695464413299667,0.610532255733828,Not Significant
SCGB2B2,49.036153238644424,-0.06722721547065545,0.11823112876618282,-0.5686084212526286,0.5696219085862324,0.6105741668590007,Not Significant
TRIM11,1948.0869208898184,-0.03684978148356892,0.06482396255276733,-0.5684592553806448,0.5697231646107498,0.6106437136873695,Not Significant
TMED2,22759.250961134756,-0.03151274589653743,0.05546330609642804,-0.568172871659501,0.5699175902290848,0.6108131067904671,Not Significant
RGPD3,20.428684330244074,-0.04964769030855093,0.08745164700873186,-0.5677158979475105,0.5702278947359567,0.611067655867946,Not Significant
GRID1,155.14369258575147,0.05817466442987952,0.10246829339641218,0.5677333202459331,0.5702160627807954,0.611067655867946,Not Significant
MAP1LC3A,1048.9611185005267,0.05503537753998662,0.0970275882607783,0.5672137020665668,0.5705689998681343,0.6113941641530757,Not Significant
C22orf39,1221.8207562653051,-0.03054377368777072,0.05388330898765474,-0.5668503709519517,0.5708158448555694,0.6116196325909687,Not Significant
PRXL2A,7010.3410600339985,0.04684660599319417,0.08267939375583758,0.5666055816947324,0.5709821818823371,0.6117588148216654,Not Significant
EGFLAM,612.1136768365694,0.05141065027062065,0.09074823454254999,0.5665195640419346,0.5710406373140569,0.6117824007165531,Not Significant
IL9R,19.017865863179193,-0.07772759899252481,0.137234324908208,-0.5663859901268469,0.571131416430879,0.6118406112591153,Not Significant
NFE2,78.34246229508179,-0.09789520699742331,0.17308249669380646,-0.5655985375032226,0.5716667222546852,0.6123359237677315,Not Significant
FIBP,3675.8358313698777,-0.03112810556739318,0.055031845187959054,-0.5656380494071458,0.5716398566021847,0.6123359237677315,Not Significant
PPFIBP2,2724.425797239237,0.04648679630401892,0.08231041687166409,0.5647741570365234,0.5722273869183314,0.6128973696302761,Not Significant
PVRIG,5.972019345985504,-0.08216214004259265,0.14550476490977363,-0.5646697556161873,0.5722984094009258,0.612934334738293,Not Significant
REEP2,300.0421981573761,-0.08602717215818381,0.15239458274133014,-0.5645028229396034,0.5724119795164888,0.6130168609417462,Not Significant
GOLGA8B,699.8653879293964,-0.07024445870401388,0.12452712932804169,-0.564089601061701,0.572693154788416,0.613278859640743,Not Significant
DES,135.4765227282178,0.12415111855790904,0.22016044045145863,0.563912019358819,0.5728140097292626,0.6133691539312961,Not Significant
ANGPTL5,7.29707353110808,0.11377135117317284,0.20242410586984513,0.56204447925943,0.574085714581411,0.6146916880153536,Not Significant
ERAP2,2625.703279905718,-0.08598009336361441,0.15299965086514974,-0.5619626768913036,0.5741414486068277,0.6147121581129735,Not Significant
MAB21L4,1083.5567570873009,-0.14045120933231228,0.25002014384772764,-0.5617595733320302,0.574279839283716,0.6148211173965323,Not Significant
C12orf42,9.98511109437249,-0.11019459007019979,0.19626711551113152,-0.5614521300892608,0.5744893549617761,0.6150062039981059,Not Significant
PSORS1C1,139.35432852006585,-0.07211965021888413,0.12850058534278416,-0.5612398575967572,0.5746340350150052,0.6151218631532174,Not Significant
C17orf49,26.240893105310068,0.04635040663317705,0.08272358759361047,0.5603045997095649,0.5752716905237643,0.6157651836593314,Not Significant
PIGU,2053.320156146146,0.03463851710422267,0.06184672329965204,0.5600703684235048,0.57543144093481,0.6158969098127887,Not Significant
CC2D1A,3083.5923411445474,0.03562615039608688,0.06375402100392889,0.5588063283709022,0.5762939030557395,0.6167806989990918,Not Significant
GPT,276.5407398099533,-0.09665646599155431,0.17308170096406808,-0.5584441651149492,0.5765411215787144,0.6170059507275742,Not Significant
N4BP2L1,770.7536107588065,-0.0450175649575863,0.08064097386850608,-0.5582467918975328,0.5766758727969736,0.6171108205326106,Not Significant
UNC79,40.68731732135763,0.06164572241889383,0.11048803286174609,0.5579402657664405,0.5768851746450814,0.6172954498018756,Not Significant
OGG1,985.3374812192916,0.027234353603088023,0.04882798382423742,0.5577611744347578,0.5770074781672941,0.6173238261292788,Not Significant
PIP4P2,438.98419158789056,0.05374190100219897,0.09635656539218507,0.5577398985057398,0.5770220085549586,0.6173238261292788,Not Significant
ZNF274,1526.1766577366318,0.0371081431815729,0.06652316848730118,0.5578228461660931,0.576965360456058,0.6173238261292788,Not Significant
B4GALNT3,1984.0139139881608,0.07946535761933425,0.14256829596048326,0.5573844948063368,0.5772647568702256,0.617544175003973,Not Significant
SEC23A,3680.918738683463,0.037905236561034075,0.06803191738452158,0.5571684294415927,0.5774123576351927,0.6176627156862251,Not Significant
GPX3,4125.011715416629,0.07623037845631958,0.1373314946539631,0.5550830029804801,0.578837888082407,0.6191481659845459,Not Significant
TLK2,2500.4316015872923,0.03439913130735914,0.06205151763046609,0.5543640610406253,0.5793297166112719,0.6196347657027288,Not Significant
STX2,706.5815919516195,0.031513751472913874,0.056938736686720046,0.5534676971550002,0.5799431941651401,0.6202118960150574,Not Significant
USP51,308.08454031166843,0.04072900171336689,0.07358215679116026,0.5535173673824663,0.5799091915524905,0.6202118960150574,Not Significant
COPS7A,4908.867573821023,-0.024516678910091762,0.044317543143383625,-0.5532048297616871,0.5801231601449941,0.6203648393218779,Not Significant
PEAK3,28.904518510293002,-0.05845907215938645,0.10573095119508588,-0.5529040597726457,0.5803291073504862,0.620507574703985,Not Significant
FSIP2,171.91777478872626,0.10306217638396359,0.1864022696205167,0.5529019394119001,0.5803305593535423,0.620507574703985,Not Significant
NR2C1,922.7401604842224,0.029484359436649107,0.053338482699260094,0.5527783683478891,0.5804151825938246,0.6205585330139554,Not Significant
ACTA2,8195.945582054897,0.057982043047387646,0.10499463125512001,0.5522381702213005,0.5807851858915798,0.6209145832482864,Not Significant
TBC1D8B,850.2049194706287,-0.0437575535149193,0.07928147370055343,-0.5519265910746289,0.5809986491135508,0.6210636944487927,Not Significant
TBC1D3B,6.6203498835162735,-0.08833515628897043,0.1600344931604113,-0.5519757306346906,0.5809649811072128,0.6210636944487927,Not Significant
PGAP2,2129.9577942884043,-0.030660020878644747,0.055583324322302,-0.5516046629536129,0.5812192409907501,0.6212599400071763,Not Significant
STAG2,7703.214495034177,0.028246899438810917,0.05133803014391509,0.5502139322375018,0.5821726487175214,0.6222394108785733,Not Significant
DENR,5541.178395075816,0.025247826884958628,0.04595451538595559,0.549409055299814,0.5827247611361497,0.6227502253455778,Not Significant
FREM1,211.7841996501068,-0.08732000575696826,0.15893275317843525,-0.5494147934311142,0.5827208241499136,0.6227502253455778,Not Significant
RAB34,3870.757407601793,0.049419020035177466,0.09005556858781492,0.5487614015449587,0.5831692022485917,0.623185523064886,Not Significant
STX12,3543.8223922902043,0.0213681551983054,0.03897726319289508,0.548221025487507,0.5835401468143742,0.6235422305849223,Not Significant
TRIM14,3917.1938109828684,0.037666438921412505,0.06881519622983823,0.5473564123192948,0.5841338945773974,0.6241369540583852,Not Significant
FEZ1,315.7652347954703,-0.05316808618888213,0.09726733733512523,-0.54661809036364,0.5846411380389418,0.62463917936726,Not Significant
TST,1634.537969924453,-0.05302183746048651,0.09701528994792981,-0.5465307323097676,0.5847011684982302,0.6246635622214769,Not Significant
ZNF736,1261.089597799016,-0.03803765865708865,0.0698898265318533,-0.5442517251026863,0.5862682619700814,0.6262979053104504,Not Significant
WFIKKN2,5.090074891822084,-0.11732217104969786,0.21562751578139222,-0.5440964740726392,0.5863750866811568,0.6263721656403194,Not Significant
MIER2,1035.6215908356278,0.02590637744515296,0.047692289638845746,0.5431984423757255,0.5869931789256034,0.6269925232425418,Not Significant
BGN,48316.92213951377,-0.05440540833461993,0.10034660939752862,-0.5421748543499851,0.5876980561398366,0.6277054947496868,Not Significant
ZNF775,208.4825905118771,0.04995523375148617,0.09219569413520144,0.5418391197123451,0.5879293395716729,0.6279125741287133,Not Significant
CFAP298,518.8262878772815,0.03664585966755717,0.06766675133960655,0.5415637509127426,0.5881190691357516,0.6280752501686385,Not Significant
MKLN1,2840.614980259258,-0.03257674638438542,0.060209275975117195,-0.5410585969817753,0.5884671945995458,0.6284070519010989,Not Significant
DUSP14,1408.347092434015,-0.03727427351250366,0.06895463877358089,-0.5405622330195547,0.5888093551730458,0.6287324420967493,Not Significant
RAD23B,14766.303143434843,-0.024747101617583755,0.04599984282705949,-0.5379823081270666,0.5905892627623599,0.630592923949278,Not Significant
LTN1,2684.5499874311263,-0.03589692357665834,0.06675354926564622,-0.5377530329332194,0.5907475609997522,0.6307218299455507,Not Significant
