gene_name,Significance,log2FoldChange,pvalue,padj
ANKRD24,Downregulated,-1.3168378929270212,9.054345884456407e-29,8.68596335475738e-28
CYP4X1,Downregulated,-2.187854168121402,1.0258837806289543e-28,9.819006219611677e-28
C1orf167,Downregulated,-3.004369224704912,1.0871689219697618e-28,1.0376004469601115e-27
MKX,Downregulated,-2.6402766174501,1.0942065542284478e-28,1.0431311545932528e-27
CAMK2N1,Downregulated,-1.2905273778494455,1.116280371295034e-28,1.0635706511521582e-27
GNA14,Downregulated,-1.5410820014286988,1.237135969767377e-28,1.1753841913103976e-27
SLC14A2,Downregulated,-2.0641920664987206,1.5916047338225622e-28,1.4994309916617942e-27
MMEL1,Downregulated,-1.336603622840323,1.5910730105897663e-28,1.4994309916617942e-27
HOXB3,Downregulated,-1.7034313886168904,1.9077151289569363e-28,1.7932094952367886e-27
SYP,Downregulated,-1.9235780127534858,2.240041988799399e-28,2.0961998276457256e-27
ACBD4,Downregulated,-1.021515550545731,2.296689974507435e-28,2.146816887084121e-27
NFATC4,Downregulated,-1.2322564239561502,2.5775109037875956e-28,2.401290402485358e-27
KRT24,Downregulated,-3.953437954551373,2.708401715751607e-28,2.5204350334832583e-27
SLC22A10,Downregulated,-2.9714967522104874,2.8888485589382653e-28,2.6794469396384306e-27
C1orf21,Downregulated,-1.1506230118375684,3.5093098685712067e-28,3.237049124921616e-27
NPDC1,Downregulated,-1.0887785370640175,3.7183417708233326e-28,3.4242195089732365e-27
CD177,Downregulated,-2.8376037114351016,3.916041711321385e-28,3.604304180354354e-27
SSC5D,Downregulated,-1.294252100087796,4.7382044850620475e-28,4.339605940819512e-27
DCAF10,Downregulated,-1.0523393021890493,4.9487105782903955e-28,4.527463389010308e-27
PLAAT3,Downregulated,-1.251291865377731,5.703171211203377e-28,5.206353360178482e-27
SGCG,Downregulated,-2.313228479868463,6.478395527883394e-28,5.901210207385047e-27
SCUBE1,Downregulated,-2.15780382739807,6.902052032158434e-28,6.270110904538733e-27
OVGP1,Downregulated,-1.176595864892093,8.449510732252156e-28,7.630467249760581e-27
ENTPD8,Downregulated,-2.0563582244907868,8.955143194516382e-28,8.082738922018335e-27
NPY1R,Downregulated,-2.920743461623394,1.113444545757573e-27,1.0033551816520739e-26
GSG1,Downregulated,-2.0064335291505118,1.1272707703957816e-27,1.014725023775034e-26
RHOH,Downregulated,-1.4970879968913,1.317314477500402e-27,1.1807301360532167e-26
EMX1,Downregulated,-2.5909385184870724,1.3313325350392116e-27,1.192657982830218e-26
ITGA3,Downregulated,-1.055885213010191,1.4008197359097801e-27,1.2509022194922015e-26
CCDC151,Downregulated,-1.7088559991007948,1.624680463535468e-27,1.443128868880076e-26
HDC,Downregulated,-1.9742585688954541,1.949268841957271e-27,1.7187145650619048e-26
SFXN5,Downregulated,-1.092682993109821,1.976536978062019e-27,1.740928792639306e-26
CHRNA9,Downregulated,-3.135010245620919,2.072454540008732e-27,1.8244555226883375e-26
SCN7A,Downregulated,-2.0557492240635153,2.6438543654694507e-27,2.3165462989301222e-26
PHYHD1,Downregulated,-1.7260408573881088,2.7494967164684846e-27,2.406598064445929e-26
RAMP1,Downregulated,-1.8121974697017296,3.21255213470395e-27,2.8060523016342306e-26
SLC16A12,Downregulated,-2.137225217631423,3.5725043387573726e-27,3.113977302131816e-26
CCDC173,Downregulated,-1.2749143317308012,4.782640390355051e-27,4.1429807468153044e-26
CALHM1,Downregulated,-2.3107182526088033,4.79436067131175e-27,4.150991591025356e-26
OTOR,Downregulated,-2.7936396944100044,5.214234694764194e-27,4.505227589073663e-26
MAGEB17,Downregulated,-2.684060596546695,5.2271259180745796e-27,4.5140426909792203e-26
SRMS,Downregulated,-1.4036561147517015,5.2763053942302736e-27,4.5541704348759814e-26
MPP2,Downregulated,-1.4924428544756028,5.362184734458483e-27,4.6259176424506175e-26
ERICH3,Downregulated,-2.659898989815178,5.529627531485603e-27,4.763026526350965e-26
LCN12,Downregulated,-1.7732655952959024,5.619235485040853e-27,4.83772950373671e-26
CXCL14,Downregulated,-2.217794474737961,6.03318588873453e-27,5.186130296982861e-26
SPATA6L,Downregulated,-1.3574623255616285,6.078081883680774e-27,5.219377936738253e-26
ZNF385B,Downregulated,-2.3515235683867717,6.516970566135493e-27,5.584834194195133e-26
NELL2,Downregulated,-2.1746521461123067,7.210978986711437e-27,6.151316830737379e-26
CACNG6,Downregulated,-3.7309213349799464,1.0162093532042636e-26,8.603188412301147e-26
TANC2,Downregulated,-1.0869219822288372,1.0435791822272387e-26,8.830447233483307e-26
PLAT,Downregulated,-1.6552586009252646,1.0457977190937285e-26,8.844761767327716e-26
PRTN3,Downregulated,-3.0226797700491606,1.4273596195777518e-26,1.1987250271871584e-25
SORCS1,Downregulated,-2.707882098792357,1.4550425640174145e-26,1.2195334280940767e-25
ZSWIM5,Downregulated,-1.3086796849782927,1.4669509126472406e-26,1.2289007944871194e-25
GCM1,Downregulated,-2.163886355597026,1.5118408853652925e-26,1.2658745527936425e-25
NLRP5,Downregulated,-3.784838177857105,1.5726814876474384e-26,1.314849442959422e-25
EDA2R,Downregulated,-1.111864995003343,1.6791785938645274e-26,1.401792652103316e-25
KCNC1,Downregulated,-2.153667378349503,1.7399561544907613e-26,1.4510871297362593e-25
MARCHF10,Downregulated,-1.9592990252568827,2.303313942545216e-26,1.9133119479193017e-25
CASD1,Downregulated,-1.1790112451507253,2.3080709333958983e-26,1.916315273484191e-25
C1orf189,Downregulated,-1.6521599493653638,2.3623555079695576e-26,1.9591837799863353e-25
CROT,Downregulated,-1.0889988794088818,2.9235250549284544e-26,2.4118004236923286e-25
GPER1,Downregulated,-1.7295798252508532,2.937947718225002e-26,2.4225081676601833e-25
ADGRV1,Downregulated,-1.927538363166131,3.320835632135908e-26,2.7195213947462257e-25
RLN2,Downregulated,-1.9689786831993226,4.789325116700928e-26,3.8898495432595633e-25
KRT8,Downregulated,-1.089736715325035,4.9279161581758224e-26,3.9966114233553487e-25
CERS4,Downregulated,-1.0459966182969556,5.437246332009637e-26,4.396940819931493e-25
MGAM,Downregulated,-2.2132545834843285,5.493005602225838e-26,4.43989302119246e-25
ARFGEF3,Downregulated,-1.1186139563314774,5.783661105764479e-26,4.668081857864138e-25
SH3D21,Downregulated,-1.1611093456465065,5.916394076028543e-26,4.768335273565396e-25
POTEJ,Downregulated,-2.6601138691463744,6.589860164985644e-26,5.295862730961177e-25
BPIFB1,Downregulated,-2.6503737414600925,6.783054370409248e-26,5.432915876451834e-25
LRRC37A3,Downregulated,-1.0121922935801044,7.403323941035726e-26,5.918428682005132e-25
EPB41L4A,Downregulated,-1.1929803546281839,8.24785546105461e-26,6.571665756060028e-25
ARHGEF38,Downregulated,-1.4951790228478008,8.529402353715356e-26,6.786332071761771e-25
RNF224,Downregulated,-1.4821106463536424,8.815593876998764e-26,7.004079034881933e-25
ELAPOR1,Downregulated,-1.186040678686638,1.0156870946291927e-25,8.027944889187799e-25
SERPINA4,Downregulated,-2.4574323458810126,1.292594470687944e-25,1.0130754422926798e-24
CCDC78,Downregulated,-1.5873112923862576,1.3957195911485285e-25,1.0918611601212252e-24
FFAR2,Downregulated,-1.7720774192390152,1.6821279763993077e-25,1.311637922331239e-24
CATSPERG,Downregulated,-1.03506751407533,1.8051457524139286e-25,1.4010534855073987e-24
BEX1,Downregulated,-3.257980233357888,1.8371595750092417e-25,1.4239258977495452e-24
PPP1R14D,Downregulated,-1.6887934208279762,2.3149218227911077e-25,1.784339190129344e-24
KLK4,Downregulated,-1.8050317649558405,2.4408574140868124e-25,1.8779612404990563e-24
CPLX2,Downregulated,-4.399460271972151,2.4443729911726726e-25,1.879804570582081e-24
ADGB,Downregulated,-2.666324582741523,2.6605896903186743e-25,2.0432744611651374e-24
AMPH,Downregulated,-1.7021241376658205,2.775807708611102e-25,2.12883781691015e-24
ADRA2A,Downregulated,-1.3859098939789207,3.0593020131508937e-25,2.3387778778131696e-24
SLC24A2,Downregulated,-1.6424665696017795,3.3002286123696442e-25,2.51951968824291e-24
KCNK6,Downregulated,-1.0867685255464712,3.5071063927837407e-25,2.6750250850546767e-24
NLRP8,Downregulated,-2.9695166815286496,3.5589138216491566e-25,2.7112131331006252e-24
SLC23A1,Downregulated,-1.465985208616915,3.9805782160745954e-25,3.0265374588523693e-24
DOK7,Downregulated,-1.9845140651137112,4.1183397815583594e-25,3.1256188179385955e-24
LRRC56,Downregulated,-1.0783946564805298,5.76575695062474e-25,4.356234369355902e-24
CTNND2,Downregulated,-1.7990063551287712,6.2379013444417855e-25,4.704487321225907e-24
NPC1L1,Downregulated,-1.9047924854444012,6.470688118320294e-25,4.871296508087942e-24
OMD,Downregulated,-1.5782160043272955,6.67672902235283e-25,5.019656373813672e-24
SERP2,Downregulated,-1.2180457046400257,8.391149223339522e-25,6.2832566084488795e-24
AREG,Downregulated,-2.1888687768558888,9.294331571362318e-25,6.95025560891005e-24
CCNO,Downregulated,-2.011516948589668,9.585946627668848e-25,7.161943568549383e-24
METRN,Downregulated,-1.3671114856864148,1.0010772643465802e-24,7.469371161711284e-24
GJA1,Downregulated,-1.6089349022112727,1.099759917100857e-24,8.169367030216455e-24
RND1,Downregulated,-1.3380846838744298,1.5248499726279473e-24,1.123579662047518e-23
KCNH6,Downregulated,-2.630129119351487,1.6504314267844628e-24,1.2152387189849808e-23
SLC26A3,Downregulated,-2.454677470637168,1.77643074098663e-24,1.3045808958741708e-23
KCND2,Downregulated,-1.5749584515429103,1.8981043199921947e-24,1.3915011058527932e-23
PCDH10,Downregulated,-2.6794646106017606,1.9034396544955615e-24,1.3948033574714748e-23
EPN3,Downregulated,-1.2146055018068962,1.9559531106383123e-24,1.4314098004095897e-23
PODN,Downregulated,-1.2141062656649515,2.0091773821323058e-24,1.4689343739171607e-23
RGL3,Downregulated,-1.473251105868777,2.011886071042676e-24,1.4697799547721688e-23
TMEM82,Downregulated,-3.2752134896010583,2.0605233825493403e-24,1.50400289331471e-23
CDHR3,Downregulated,-1.753600282086118,2.2434730749458208e-24,1.632571564030795e-23
LIN28A,Downregulated,-3.994001203137318,2.5541658019868945e-24,1.8570522080448673e-23
RIPK3,Downregulated,-1.112640088629565,2.91092578976105e-24,2.1109556007995036e-23
SCN1B,Downregulated,-1.0270347888633529,3.608196648950963e-24,2.6031115316969818e-23
RHBDL1,Downregulated,-1.432339233326068,3.861186048778268e-24,2.7820425487935434e-23
HRC,Downregulated,-1.2654804044816332,3.9306552062567685e-24,2.829667221382446e-23
CYP4F8,Downregulated,-3.1508991595990072,4.070672653091822e-24,2.9292092799016506e-23
SPAG17,Downregulated,-1.934083474956586,5.164899219354628e-24,3.6975832876130276e-23
HOXD8,Downregulated,-1.1996912918557459,5.421393097379273e-24,3.876249885809337e-23
CDH7,Downregulated,-2.83833968341535,5.449486531071444e-24,3.894677730252337e-23
OR10H1,Downregulated,-2.7638190971620693,6.4716015547949815e-24,4.6036121568600916e-23
KISS1R,Downregulated,-2.2905866354005884,7.116905880418131e-24,5.0562258112763256e-23
GDPD3,Downregulated,-1.7491918858309616,7.908290599769065e-24,5.594790669571136e-23
MS4A18,Downregulated,-2.7165295970236594,8.521244241095474e-24,6.015754765328462e-23
SP5,Downregulated,-2.3128487056517075,9.803269714313838e-24,6.903409897814628e-23
CHST8,Downregulated,-2.313224005943573,1.054641482926699e-23,7.408084190532813e-23
ASCL4,Downregulated,-2.698363562858155,1.1343662752112389e-23,7.944823124007626e-23
CPO,Downregulated,-1.286771122739576,1.1719150492200359e-23,8.197545769294151e-23
VWA3A,Downregulated,-1.9565361440389732,1.3513900962331277e-23,9.417657507497613e-23
STON2,Downregulated,-1.2157311446710002,1.393541597303561e-23,9.703349786616417e-23
PLA2G2C,Downregulated,-1.5366649907588767,1.761410622972518e-23,1.2219240305149848e-22
LRGUK,Downregulated,-1.134726109068712,1.868398730839913e-23,1.2956083392540463e-22
C20orf85,Downregulated,-4.311816830297248,2.142363300703745e-23,1.4825224687639931e-22
MYCBPAP,Downregulated,-1.29837864613003,2.707107304323892e-23,1.8664031796710265e-22
ABHD12B,Downregulated,-2.145602537653719,2.7794293405836235e-23,1.9123385151523717e-22
NAV3,Downregulated,-1.5043524821811476,3.1526561671888383e-23,2.1655806765452624e-22
SLC4A10,Downregulated,-2.432327643143646,3.250164709604318e-23,2.229822850218116e-22
LAMP5,Downregulated,-1.3108358072992243,3.312422486132825e-23,2.2716073814214816e-22
RAB11FIP1,Downregulated,-1.4175732660401903,3.506823041068884e-23,2.399044222227564e-22
GALNTL6,Downregulated,-1.6597210663931294,3.59497849493388e-23,2.457349306716204e-22
AFP,Downregulated,-2.7134248474677696,3.8312212482677383e-23,2.612450947031632e-22
AKAP5,Downregulated,-1.280042549711104,4.2759152546016304e-23,2.909771596848487e-22
GNG13,Downregulated,-2.3106048568455813,4.4452599556947795e-23,3.02256071835577e-22
FCRLB,Downregulated,-2.0042176449327105,4.482799974908363e-23,3.045619019779911e-22
NTS,Downregulated,-4.031763345011831,5.282128897302629e-23,3.571340311233046e-22
RTL9,Downregulated,-1.4486863201221416,6.153871120801191e-23,4.147378096186688e-22
GATA2,Downregulated,-1.4874693889000798,6.161487536214998e-23,4.1508448137230093e-22
EPHA3,Downregulated,-1.6655000023932762,6.599391353948881e-23,4.4405042905849225e-22
MKRN2OS,Downregulated,-1.0748966484214346,7.325879618523662e-23,4.9116160956779255e-22
IGFBP5,Downregulated,-1.629312683699087,7.95249366230578e-23,5.31898261365695e-22
SULT1A1,Downregulated,-1.0542458433527868,8.575084117230365e-23,5.723996507358384e-22
RIPOR3,Downregulated,-1.4717998039295332,9.073531412001436e-23,6.044700212090481e-22
HEBP1,Downregulated,-1.0536480882268004,1.005756400101083e-22,6.6764090331739745e-22
SHISA2,Downregulated,-2.0461904470883314,1.0407295034634808e-22,6.900381873674927e-22
FAM131B,Downregulated,-1.4518446922184312,1.0801712739390867e-22,7.1534182827966025e-22
NRXN3,Downregulated,-1.64959825384352,1.1145748613492634e-22,7.366725500917887e-22
FER1L5,Downregulated,-1.5985867871686983,1.1515293450968734e-22,7.60498609185142e-22
RD3,Downregulated,-2.129534758696208,1.1854894912583202e-22,7.823112255992406e-22
PRRT2,Downregulated,-1.2479081882935394,1.1860497920908868e-22,7.823734345627429e-22
IZUMO4,Downregulated,-1.0802229638670693,1.205387635476602e-22,7.94817267257706e-22
TOX3,Downregulated,-1.619147285892393,1.2819806475029982e-22,8.436648808420358e-22
STH,Downregulated,-2.31725275743543,1.6922306189902537e-22,1.108001857707035e-21
DNAJC1,Downregulated,-1.0117791740208353,1.8811639215189577e-22,1.2273991416424508e-21
PDGFD,Downregulated,-1.0068500467507082,1.9215561775386322e-22,1.2532667097326556e-21
ACSF2,Downregulated,-1.0218070430094255,2.0403078125112142e-22,1.3286535126624618e-21
ASPN,Downregulated,-1.5087225366705828,2.059543466260851e-22,1.3401401438599677e-21
DLX2,Downregulated,-2.535161686094825,2.2314994939234493e-22,1.4486625484913715e-21
PWWP3B,Downregulated,-1.8211318954521458,2.4344520308289813e-22,1.576758514411919e-21
PNPLA7,Downregulated,-1.0467677199434382,2.5042705356193104e-22,1.6207283636074397e-21
CFAP92,Downregulated,-1.1031748625694018,2.5105800353080024e-22,1.6241856505876973e-21
PKD1L1,Downregulated,-1.0426434725694285,2.567083863463544e-22,1.6594610666086243e-21
CCDC158,Downregulated,-1.4083462903203414,2.8207916521407777e-22,1.817687313403842e-21
TRPA1,Downregulated,-2.4182351243853604,3.1422160067483427e-22,2.0195835498197232e-21
SLC1A2,Downregulated,-1.669668875533668,3.2005962138602147e-22,2.056318761511109e-21
CFAP91,Downregulated,-1.5360666590416288,3.308513467419126e-22,2.124840248317991e-21
HOGA1,Downregulated,-1.5989245327223984,3.777376227446986e-22,2.4231789112105462e-21
F2RL2,Downregulated,-1.4057335767704249,4.0379207302777284e-22,2.587351649614599e-21
NBPF4,Downregulated,-2.4793512771977175,4.0845698727634513e-22,2.616244144370577e-21
GDF15,Downregulated,-1.6461120717405602,4.279498229030029e-22,2.7369225245316618e-21
MIEN1,Downregulated,-1.4147516983584665,4.343126704511279e-22,2.775500994112499e-21
DHRS2,Downregulated,-2.7596762823247007,4.38270760605509e-22,2.7997296533657856e-21
GLRB,Downregulated,-1.4268260304211642,4.395741886954925e-22,2.8059207147604285e-21
TIMP3,Downregulated,-1.052303694963521,5.986904167392632e-22,3.799929949421078e-21
NELL1,Downregulated,-3.522394867257119,6.136051023742239e-22,3.890182197378576e-21
STEAP2,Downregulated,-1.3578055613849283,6.192322647825812e-22,3.923023069823577e-21
FBXL16,Downregulated,-1.3202509724599225,6.530696279465227e-22,4.129466257614396e-21
RAB31,Downregulated,-1.0482520309109766,6.862520655558731e-22,4.3343866352716316e-21
REM2,Downregulated,-1.177104387139807,7.1817605430157175e-22,4.527502666021324e-21
SLC7A4,Downregulated,-2.480092735851239,7.635606372308532e-22,4.810002243088767e-21
TPH1,Downregulated,-1.9387419801467327,8.020393440032647e-22,5.0467153325063e-21
CTTNBP2,Downregulated,-1.4307045539244772,8.494350634569985e-22,5.3389426601707566e-21
PIEZO2,Downregulated,-1.564778420621099,9.704846774372531e-22,6.079289837618136e-21
MSX2,Downregulated,-1.3567959124770506,9.83938623277531e-22,6.156675962572937e-21
AGBL2,Downregulated,-1.0649895942843732,1.1436988200338454e-21,7.119175302457618e-21
SULT1A2,Downregulated,-1.5619490425194547,1.346075896329425e-21,8.335640777417332e-21
TM7SF2,Downregulated,-1.163007793817279,1.5213523342142142e-21,9.400244014276124e-21
STARD3,Downregulated,-1.2128076262206786,1.6640614470955318e-21,1.0255603367782595e-20
MUC1,Downregulated,-1.4110715904626299,2.1334640695740878e-21,1.3076522380434387e-20
NLRP12,Downregulated,-1.2171359192311693,2.2851070943094876e-21,1.3985555194774946e-20
FGB,Downregulated,-3.9505632064949556,2.3048015155708395e-21,1.4100950380249e-20
ZMAT1,Downregulated,-1.0016672656634087,2.3835637940731548e-21,1.4577511466265984e-20
SPTSSB,Downregulated,-1.949354919207094,2.399038317009209e-21,1.4661468971951437e-20
ABHD2,Downregulated,-1.100260636505969,2.4446489481508883e-21,1.4929343958369268e-20
AMIGO2,Downregulated,-1.3737612678448126,2.4605704407907578e-21,1.501820403488303e-20
DDO,Downregulated,-1.065057616974719,2.6830997722978438e-21,1.6343932865506604e-20
AK7,Downregulated,-1.237429546072688,2.6984681344012007e-21,1.643158615898707e-20
ACACB,Downregulated,-1.0677472072067342,3.1686508542184316e-21,1.9224904423787144e-20
GLOD5,Downregulated,-1.2775146891588527,3.3580936892084e-21,2.0344885187452403e-20
MYOZ3,Downregulated,-1.455788942562569,3.613070152760812e-21,2.1803099110189976e-20
EBF4,Downregulated,-1.1181749781675963,3.7063879739135815e-21,2.235818947397097e-20
INSM1,Downregulated,-2.654716938284006,3.9257601587548595e-21,2.3656016347873863e-20
SIGLEC15,Downregulated,-1.7639993151902562,4.383950125576134e-21,2.6284912395775762e-20
CCDC187,Downregulated,-2.133844543349723,6.0068320209014235e-21,3.583606821851212e-20
FAM83E,Downregulated,-1.7924408962836842,6.264377160343548e-21,3.730626596943863e-20
HPGDS,Downregulated,-1.0151439075397315,6.826344690796528e-21,4.0624131396346014e-20
TPO,Downregulated,-1.1824762710062307,7.524140265731864e-21,4.4618603596293373e-20
VWA2,Downregulated,-1.4528480109331114,7.580243648291695e-21,4.491956596100281e-20
TTC25,Downregulated,-1.0124890874111152,7.636848792440244e-21,4.523903229621976e-20
PRR15L,Downregulated,-1.0629678467649988,8.923245912864362e-21,5.2581064368257956e-20
CPE,Downregulated,-1.0871432221786301,9.38402548420503e-21,5.518004197157058e-20
POLN,Downregulated,-1.11508262797648,1.0001231513447321e-20,5.870652959711665e-20
CELF3,Downregulated,-1.7519326961134454,1.0027218956366701e-20,5.883850116724369e-20
HOXB5,Downregulated,-1.9973931854322586,1.065705648402803e-20,6.249062670410848e-20
SLC9C1,Downregulated,-1.4750467616218301,1.067246646533549e-20,6.255913652934783e-20
CYP4A22,Downregulated,-2.301554557658227,1.0869561086251876e-20,6.36699900614084e-20
CILP,Downregulated,-1.4734263107040935,1.2665499901984424e-20,7.395770864504853e-20
TTC34,Downregulated,-1.3564218278382594,1.2662872192829794e-20,7.395770864504853e-20
LGALS9B,Downregulated,-2.3205959349013194,1.2806070910917295e-20,7.470059709954119e-20
CBFA2T3,Downregulated,-1.3030804854822269,1.3032527805505159e-20,7.596877666625715e-20
SPACA4,Downregulated,-1.581687049489636,1.3616527156211533e-20,7.934545570929511e-20
MUC6,Downregulated,-3.1023316959680263,1.3893446903644927e-20,8.087489133786097e-20
NAGS,Downregulated,-1.2348967387794239,1.6598859386018583e-20,9.628944415082237e-20
TNFRSF10C,Downregulated,-1.2757500385036948,1.763895808733447e-20,1.0207612146507105e-19
DBNDD2,Downregulated,-1.2226451361852813,1.929153610494119e-20,1.1133252256093252e-19
CYP2B6,Downregulated,-2.5008597296764528,2.0222469909154432e-20,1.1646477695879403e-19
SRRM3,Downregulated,-1.2262365209296404,2.0493638464892583e-20,1.1794556138108217e-19
EIF4E1B,Downregulated,-3.3790954888912177,2.167545840643701e-20,1.2449113777874258e-19
MCIDAS,Downregulated,-1.9453571132556742,2.2309888825891015e-20,1.279161248664817e-19
UGT2B11,Downregulated,-3.502925862844236,2.439523477230512e-20,1.3944405902535185e-19
TPSAB1,Downregulated,-1.4819021668930743,2.63587678344213e-20,1.5041162284305396e-19
NRIP1,Downregulated,-1.0006522639492406,2.819904348233591e-20,1.6074891068979805e-19
TMC5,Downregulated,-1.7133188006229674,3.0678860769717733e-20,1.7423434188160396e-19
TNNT1,Downregulated,-1.9033863551814663,3.085648705201165e-20,1.7518387035142766e-19
C16orf89,Downregulated,-2.019154817870662,3.191476599160765e-20,1.808862564034805e-19
COL4A6,Downregulated,-1.8302029838941454,4.0098033210446845e-20,2.2581877944883653e-19
ETNK2,Downregulated,-1.1387733579954342,4.099828932048369e-20,2.3073391924649017e-19
SCN2B,Downregulated,-1.736090359625208,4.458960082106016e-20,2.501905810775261e-19
C1QTNF7,Downregulated,-1.5087659930945827,4.553347861465073e-20,2.5523073087905056e-19
HSPA2,Downregulated,-1.2917966796704978,5.451818476481321e-20,3.044748123192562e-19
SSTR2,Downregulated,-1.6526841037805768,5.457021872413596e-20,3.0466406117086613e-19
LURAP1L,Downregulated,-1.1671892406781477,6.241244608090344e-20,3.466027604387056e-19
SAXO2,Downregulated,-1.1388494139995438,7.259249337663422e-20,4.0180770814603863e-19
HMGCS2,Downregulated,-2.7431411417405998,8.55914245962578e-20,4.726673803032815e-19
CADM2,Downregulated,-1.8334468987219175,9.2517743506426e-20,5.09576075454685e-19
AGXT2,Downregulated,-1.7967431279430655,9.290696030725127e-20,5.113842785698802e-19
SLIT1,Downregulated,-2.0038919528251014,9.503900911901888e-20,5.226055961644576e-19
ZNF474,Downregulated,-1.1047722298715577,1.071722416101149e-19,5.868256986792592e-19
SMOC2,Downregulated,-1.1203411163560444,1.156186006980316e-19,6.319831209635283e-19
SCIN,Downregulated,-1.6076154816621195,1.182940388385822e-19,6.458277476494693e-19
CELSR2,Downregulated,-1.0405683297428854,1.198854888668774e-19,6.540908635349815e-19
DNAI3,Downregulated,-1.3161895063434104,1.2431881932236206e-19,6.776182918129267e-19
FHL5,Downregulated,-1.1478341394922358,1.322565015110392e-19,7.190162394324242e-19
GRB7,Downregulated,-1.4301059867088026,1.4701858189523455e-19,7.966907530203995e-19
MAP3K19,Downregulated,-1.9098429306071176,1.5044620908354263e-19,8.144762844548576e-19
HOXC5,Downregulated,-1.1802984217329138,1.5264303108850244e-19,8.255706204619133e-19
CFAP77,Downregulated,-1.939566962782945,1.5917872718261132e-19,8.600876961511679e-19
FSTL4,Downregulated,-1.435879378348762,1.5969370192408031e-19,8.625926215899164e-19
PSD3,Downregulated,-1.331208882740281,1.6335508134200186e-19,8.820859136601889e-19
NEGR1,Downregulated,-1.2688542257072863,1.644436992013231e-19,8.873933854682778e-19
VIPR2,Downregulated,-1.9814848218917227,1.6762196988857123e-19,9.028032179946532e-19
STC1,Downregulated,-1.4263679382008518,2.2179220196026986e-19,1.1861890686553075e-18
NEURL1,Downregulated,-1.7500199015637445,2.2418913928504027e-19,1.1982449125492696e-18
GPRC5A,Downregulated,-1.1468034855811027,2.27385216093267e-19,1.2145539318402057e-18
NBPF6,Downregulated,-2.318734890573734,2.298687736286769e-19,1.2274290622386221e-18
TMEM45B,Downregulated,-1.5298653441858774,2.5332578833350015e-19,1.3475390793861852e-18
MAGI2,Downregulated,-1.1749144082225211,3.0439811984130646e-19,1.6095230349278276e-18
VTN,Downregulated,-1.6657380278009335,3.117277821717983e-19,1.6451700745363563e-18
AMHR2,Downregulated,-1.5905360045104513,3.7033272245581044e-19,1.9452896572553648e-18
EDARADD,Downregulated,-1.437508457417493,3.9129802719515325e-19,2.0528472751725727e-18
DIO1,Downregulated,-2.198871636396834,4.1030334841862747e-19,2.15053781244206e-18
NDP,Downregulated,-2.24895373612507,4.1887829810125314e-19,2.1941119714582957e-18
HSPB8,Downregulated,-1.5392852733165943,4.230227973634221e-19,2.2144392647761552e-18
ZDHHC22,Downregulated,-2.734981077180456,4.695648588236954e-19,2.4519610730737787e-18
TEKT1,Downregulated,-2.3306532684192223,4.941178717009685e-19,2.5775831810093966e-18
CX3CR1,Downregulated,-1.3220414707403225,4.974811466403207e-19,2.5936998415520817e-18
C2orf73,Downregulated,-1.456151090451439,5.502567884113849e-19,2.859972434628585e-18
ITGBL1,Downregulated,-1.083055680684669,5.59091111531737e-19,2.9049896565753023e-18
FGF14,Downregulated,-1.3116169507099409,5.630387980455389e-19,2.924596330937038e-18
OSBPL6,Downregulated,-1.1035493826739065,6.302021717164621e-19,3.2623601784693077e-18
RIMS1,Downregulated,-1.9544849464106577,6.986114943086685e-19,3.6064851680362626e-18
PIFO,Downregulated,-1.1759923010729048,7.099393023694446e-19,3.661585563188398e-18
HSPB1,Downregulated,-1.0890125651813995,7.247205576988505e-19,3.7366734406168e-18
SPPL2C,Downregulated,-2.9670672069175894,7.709183061722122e-19,3.9712109616505364e-18
LUZP2,Downregulated,-1.776424805848918,8.615148312255704e-19,4.424322724568637e-18
TPPP3,Downregulated,-1.1909963441341798,9.165997976869533e-19,4.705772906290083e-18
CYP4F11,Downregulated,-1.6594819796679867,9.53145831720836e-19,4.887419738219118e-18
HUS1B,Downregulated,-2.103183471530084,9.573603247954713e-19,4.90753133821874e-18
CCNP,Downregulated,-1.487606870413171,1.2918980078771693e-18,6.5882089174489414e-18
ATP8B3,Downregulated,-1.0546552983456983,1.5712749196905286e-18,7.976584019281703e-18
PIP,Downregulated,-2.4986717399567313,1.8169848160120575e-18,9.179518835753964e-18
PLCL1,Downregulated,-1.1824736945193952,1.8596520584722213e-18,9.383780810830073e-18
ZNF804B,Downregulated,-4.124451955526675,2.337396937589852e-18,1.1745052316150386e-17
GRIK4,Downregulated,-1.3798456281166873,2.471362466741002e-18,1.2377456172925998e-17
CDK15,Downregulated,-1.0625934125825502,2.5866919880985267e-18,1.2931919325848144e-17
CAMK2B,Downregulated,-1.635028091827674,2.869213202670936e-18,1.4280566631022733e-17
ACSM5,Downregulated,-1.0388169339551607,3.728490450404624e-18,1.841538619634976e-17
ANKFN1,Downregulated,-2.0613152757551516,3.855067379994936e-18,1.9029365238269623e-17
ZG16B,Downregulated,-1.2387909903759555,4.1965951386710226e-18,2.0672664080988594e-17
CALY,Downregulated,-2.0680195243769464,4.205024438691815e-18,2.0708110964141447e-17
GCNT4,Downregulated,-1.2272533525513114,4.249010723740092e-18,2.0916985244785755e-17
RNF223,Downregulated,-1.2039384645840716,4.249930704667871e-18,2.0916985244785755e-17
