gene_name,Significance,log2FoldChange,pvalue,padj
RHEX,Upregulated,2.5165227468478935,5.503333835343244e-30,5.643858792165081e-29
MGAT3,Upregulated,1.5681326983210344,6.445941048066611e-30,6.606499286626512e-29
EPHA7,Upregulated,2.4332896229259986,8.38423489625391e-30,8.577363524577126e-29
SLC2A12,Upregulated,1.855379124409254,8.418461169910057e-30,8.607133137664435e-29
RNF182,Upregulated,2.2676887316905745,9.153144260093072e-30,9.341214944586171e-29
SLC28A1,Upregulated,2.2843910913040415,9.583836278001838e-30,9.762951664750902e-29
CDC25B,Upregulated,1.0822502865305397,1.0143940509012449e-29,1.0327257323547665e-28
RARRES1,Upregulated,2.1903243944300397,1.0608067322808664e-29,1.07866889288499e-28
RIMS3,Upregulated,1.2493387093776056,1.1093133898732888e-29,1.1273095150843081e-28
LAMA1,Upregulated,1.561459368163878,1.1327222446805624e-29,1.1504017570294787e-28
PROM1,Upregulated,2.4900345538599518,1.1496878679666818e-29,1.1669262350317203e-28
TNF,Upregulated,1.608658801196974,1.1530361840149465e-29,1.169617610709542e-28
CEP295NL,Upregulated,1.542910347193732,1.1665784459357283e-29,1.1826400332348434e-28
DMRT3,Upregulated,1.5624794604185643,1.2563602868939405e-29,1.2713548219635606e-28
TERT,Upregulated,2.020557085813799,1.4344741386636186e-29,1.448102936854169e-28
TUBB2B,Upregulated,2.166957432353757,1.462327874521894e-29,1.4744480695179314e-28
CNGA1,Upregulated,2.0320223609496706,1.6092751462824716e-29,1.6216393250774389e-28
GRIN2A,Upregulated,2.053423919620057,1.7765107893506086e-29,1.7869420690004801e-28
ZBTB8B,Upregulated,2.502179670103988,1.9893099522998304e-29,1.996206543885807e-28
ANXA1,Upregulated,1.1014165069100843,2.0000400302858083e-29,2.0057749120930793e-28
ARNTL2,Upregulated,1.440750087370752,2.1713045249577098e-29,2.173635084376269e-28
DCC,Upregulated,1.6890634847827302,2.2317844658843598e-29,2.231518619015285e-28
SCHIP1,Upregulated,1.1946599040738715,2.271889000278356e-29,2.2702662224210143e-28
EXO1,Upregulated,1.274193248919141,2.5337130211884396e-29,2.525889204258404e-28
CD300E,Upregulated,1.5661820486684064,2.56769330478027e-29,2.5582454125015534e-28
SLCO1A2,Upregulated,3.3569241901315556,2.603222855008003e-29,2.5905693710654625e-28
OXER1,Upregulated,1.5950957132587993,2.7454699739679766e-29,2.7272751433712657e-28
ARHGEF4,Upregulated,1.5194013342251826,2.7949703900273684e-29,2.7731656564881476e-28
NMU,Upregulated,2.329964150190299,3.0205208358328827e-29,2.9916521411187275e-28
NES,Upregulated,1.266177735844997,3.554126707290596e-29,3.5077412793647575e-28
BBOX1,Upregulated,2.4380237118271038,3.571396810780151e-29,3.52064648616425e-28
MLIP,Upregulated,2.0323372908662933,3.773534040203214e-29,3.7155477693214987e-28
SFRP1,Upregulated,2.4552706521724064,3.9093180567737776e-29,3.84248428203268e-28
QRFPR,Upregulated,2.6118630670981995,5.37003974372033e-29,5.226216070584169e-28
IL1A,Upregulated,1.7219686297121282,5.540914511668038e-29,5.389390082380245e-28
TMEM200C,Upregulated,1.5772366673888512,5.701677378821733e-29,5.536134172102907e-28
IGLON5,Upregulated,2.026434307413815,5.74113357117986e-29,5.571222566067485e-28
PROX1,Upregulated,1.7092556592735673,6.424458055225662e-29,6.223531554017796e-28
NDRG1,Upregulated,1.4094394561839274,6.843243492716287e-29,6.617763349983931e-28
IFFO2,Upregulated,1.0544483344233846,7.168331704384213e-29,6.928149260403119e-28
OCA2,Upregulated,3.209095870037766,7.456492875419163e-29,7.1900977824547335e-28
FAT1,Upregulated,1.3092519454696627,7.464090045377976e-29,7.193291830184011e-28
LEMD1,Upregulated,3.186147317592028,8.144212642803552e-29,7.8397386380381885e-28
IL15RA,Upregulated,1.0221442841257384,8.596747047770464e-29,8.256418160066964e-28
CLEC7A,Upregulated,1.4171867691825657,8.631132365556859e-29,8.284702695995915e-28
CYYR1,Upregulated,1.1417460030695246,9.269186214007082e-29,8.886984475199938e-28
TAFA4,Upregulated,2.8300789858880515,1.0351249487139862e-28,9.896171776201823e-28
NOTUM,Upregulated,2.067471501893701,1.0619167165473377e-28,1.014653263369192e-27
ZNF385C,Upregulated,1.2955850978686458,1.0763667308863129e-28,1.027875123897578e-27
DPF3,Upregulated,1.5776890311194354,1.1170516947016158e-28,1.0637018633381013e-27
TFCP2L1,Upregulated,1.874702627130405,1.1340148256493223e-28,1.0792426810091169e-27
THEMIS2,Upregulated,1.045818774339243,1.2482700469760952e-28,1.1852917165517357e-27
ITGA6,Upregulated,1.2203982684454542,1.3336858438268568e-28,1.2656821902863354e-27
B3GNT4,Upregulated,1.5041268434500137,1.358471639059117e-28,1.287748270837067e-27
LEFTY2,Upregulated,2.7471798633266706,1.366144868809244e-28,1.29429119963711e-27
ZIC1,Upregulated,3.049121212105705,1.3817320549515426e-28,1.3075827361063414e-27
PFN2,Upregulated,1.079775929099905,1.4107248786385848e-28,1.3342675640892711e-27
KLK5,Upregulated,3.013584496086082,1.4679824481540464e-28,1.3868592762864453e-27
FTCD,Upregulated,1.9743251321436757,1.5853208175046529e-28,1.4951890946218041e-27
TLX1,Upregulated,3.453675942360028,1.6841539274415997e-28,1.585730573970251e-27
RSPO4,Upregulated,2.307931213254847,1.8114773845442949e-28,1.704657081374979e-27
CLSPN,Upregulated,1.1589274802053793,1.958488817112947e-28,1.8378485333533904e-27
MYEOV,Upregulated,2.439380474883496,2.393328411577958e-28,2.2359041387629806e-27
PTH2R,Upregulated,1.9902575118604626,2.4207490711280403e-28,2.2602633707506974e-27
MDFI,Upregulated,1.6952467025949949,2.481764916169892e-28,2.3146594118144523e-27
CDT1,Upregulated,1.2229312214502817,2.5070801570093884e-28,2.3369717754510613e-27
PGPEP1L,Upregulated,2.8559992293104806,2.5802171967349056e-28,2.402478441419057e-27
TMOD1,Upregulated,1.591009676375312,2.721795955521893e-28,2.531496426664905e-27
PKDREJ,Upregulated,1.252973384267598,2.767436998621243e-28,2.5725211701469228e-27
HTR3A,Upregulated,2.809088246420917,2.9861276943802164e-28,2.7681453193404235e-27
GPR12,Upregulated,3.3220666106539896,3.28167907546996e-28,3.035417538236346e-27
KIF15,Upregulated,1.1362590679221078,3.354501881999165e-28,3.1010670481829285e-27
SNX32,Upregulated,1.2184632509752575,3.4432168472631885e-28,3.1813277067613874e-27
RNF222,Upregulated,2.349835539874165,3.919047077245823e-28,3.605093826454952e-27
SLC35G1,Upregulated,1.0692306815690273,4.52591965169943e-28,4.15197481490328e-27
IL20RB,Upregulated,1.2356435317707766,4.731762696904459e-28,4.336071624215724e-27
MET,Upregulated,1.4411137406817764,4.9365251349961335e-28,4.518777751707475e-27
GBP5,Upregulated,1.8276081181671646,4.96421016868727e-28,4.539169951629733e-27
FABP7,Upregulated,3.895896242069754,5.5187459459081635e-28,5.040734871594464e-27
DLGAP5,Upregulated,1.1612269533509318,6.196457231225151e-28,5.650522759250833e-27
RYR1,Upregulated,1.7495241449483667,6.206947708096773e-28,5.6570161847735406e-27
ITPRIPL1,Upregulated,1.3160969483769647,6.671073961998863e-28,6.073426771910895e-27
IQCJ-SCHIP1,Upregulated,1.2437957696991537,6.725998799593345e-28,6.120112078459246e-27
HR,Upregulated,1.7014957065264458,6.83533834106867e-28,6.2162329398624504e-27
GDF5,Upregulated,2.3791608877437045,7.0221071415350175e-28,6.375723888160621e-27
PTK7,Upregulated,1.0430771502484608,8.138655619287613e-28,7.35766023352722e-27
SACS,Upregulated,1.0134856504409846,1.0191041480402716e-27,9.188356840655252e-27
RDH10,Upregulated,1.7412587241539863,1.1890046690532022e-27,1.0685765730227603e-26
CDC45,Upregulated,1.2252621881653476,1.2426741250583167e-27,1.1156156797582366e-26
DRAXIN,Upregulated,1.5893595989815146,1.2830688301366629e-27,1.1506495470264046e-26
DIAPH3,Upregulated,1.175775237985251,1.3494801388991325e-27,1.2082705371647272e-26
OXGR1,Upregulated,2.542164588578482,1.353877175470571e-27,1.2115613018017029e-26
BNC1,Upregulated,2.446140989522005,1.373983017406462e-27,1.2282442436751695e-26
CYP39A1,Upregulated,1.8469196980834321,1.3840141807566453e-27,1.2365529572401575e-26
SCN5A,Upregulated,1.6055421792095175,1.4492980955429614e-27,1.2935043289726333e-26
NFIL3,Upregulated,1.0387311567250277,1.4734008565936298e-27,1.314317405977357e-26
MAP7D2,Upregulated,2.2522774013263374,1.5158984203927213e-27,1.350791012821285e-26
RFLNA,Upregulated,1.786329360987565,1.5291153603166668e-27,1.361845552731894e-26
PHKG1,Upregulated,1.2063420264006273,1.598132336131346e-27,1.4210511471913687e-26
GPRIN2,Upregulated,2.0682341787782823,1.6132604309424058e-27,1.4337435740953473e-26
BVES,Upregulated,1.2085104536242068,1.655315926845675e-27,1.4687866691271242e-26
SH2D2A,Upregulated,1.3517862306926085,1.6612195135493215e-27,1.4716914613966233e-26
TF,Upregulated,2.3714876637074935,1.852683096361487e-27,1.6369917800903496e-26
TRIML2,Upregulated,2.720946750602081,1.9156935002658094e-27,1.6908865658497586e-26
GJB3,Upregulated,2.510779572512482,1.922221140875101e-27,1.6957566218082604e-26
COLEC11,Upregulated,1.6575561940306218,2.2519412198184336e-27,1.9814250103937036e-26
WIPF3,Upregulated,1.2642398875008267,2.3813266546426398e-27,2.0919786435447743e-26
MELTF,Upregulated,1.7954059415565469,2.4520590975316053e-27,2.1529899649247172e-26
GATA6,Upregulated,1.2170218524354177,2.586519887392849e-27,2.2674932568956213e-26
GSTP1,Upregulated,1.4216991655338689,3.1097083198604867e-27,2.717635776877556e-26
MYO1H,Upregulated,1.392210838502908,3.487444443588395e-27,3.041413886699324e-26
TRPM6,Upregulated,1.9056171463464933,3.841727887384495e-27,3.338246779162055e-26
NMB,Upregulated,1.2142790546600088,3.878504376656504e-27,3.368459983202762e-26
ADRA2B,Upregulated,1.4168520092143122,4.073081359375262e-27,3.5356199514576995e-26
RPRM,Upregulated,2.5342578300586625,4.419842992071766e-27,3.830682713004688e-26
FAM20A,Upregulated,1.195399894951991,5.148455506915481e-27,4.4506833702418685e-26
BLM,Upregulated,1.1091681159803966,5.510403173750925e-27,4.7489039261257974e-26
RARB,Upregulated,1.1245199059927216,5.775276518373712e-27,4.9695203583012756e-26
FOXQ1,Upregulated,1.8544243353932832,5.930349604407432e-27,5.100343706905326e-26
SH3TC2,Upregulated,1.308009112881086,6.070291764855327e-27,5.215356097665877e-26
KIF18A,Upregulated,1.0845078258692338,6.59016403228881e-27,5.641798764613185e-26
NCAPH,Upregulated,1.0772911147160382,6.699684845180502e-27,5.729715190060635e-26
ZIC4,Upregulated,2.7095587486416495,6.880092907872946e-27,5.875025418991405e-26
CMTM5,Upregulated,2.9062352731664904,6.941581649175408e-27,5.924518186393328e-26
ASPM,Upregulated,1.246106958272732,7.288714925694567e-27,6.214471618718151e-26
DSG3,Upregulated,2.8121403440596078,7.401003557244154e-27,6.300610939098117e-26
PNMA3,Upregulated,2.264614290933802,7.554223574038595e-27,6.427790438974147e-26
COL19A1,Upregulated,2.8674260303819956,8.456615150141691e-27,7.188336969143227e-26
STAG3,Upregulated,1.2714959558144254,8.899359810702776e-27,7.557028452305423e-26
STX19,Upregulated,1.898854256599804,8.987872294276158e-27,7.628331651987267e-26
TRIP13,Upregulated,1.1265530770521144,9.554637328893327e-27,8.097084880235295e-26
NCAPG,Upregulated,1.1580830189562341,1.0534574501595905e-26,8.905057237300708e-26
SINHCAF,Upregulated,1.0247535402938859,1.07648354308848e-26,9.09054613750976e-26
CLDN1,Upregulated,1.7723000079468945,1.0780071544469329e-26,9.098835650505334e-26
SH2D5,Upregulated,1.6729858204332135,1.0786894880939176e-26,9.100019661367181e-26
ALX3,Upregulated,3.0041185966756565,1.1485446179737022e-26,9.68446360951407e-26
ETV5,Upregulated,1.0475882343970306,1.200766208629915e-26,1.0119710396826815e-25
DMD,Upregulated,1.4338612854448716,1.3239090654335386e-26,1.1140744556640725e-25
KRT83,Upregulated,2.7733301080088104,1.3933469437406794e-26,1.1713324232107425e-25
IL1RL2,Upregulated,1.474762995796929,1.431918543248787e-26,1.2019524252030318e-25
TGM5,Upregulated,2.3385972177059826,1.6143943714168877e-26,1.3483807317087917e-25
SNORC,Upregulated,2.1457040527171305,1.8807285608541076e-26,1.5669315672267375e-25
DSCC1,Upregulated,1.0758306749322804,2.1923818167817998e-26,1.823870462841073e-25
STEAP3,Upregulated,1.0050526359439542,2.282368548415755e-26,1.8968516431090936e-25
SIM1,Upregulated,2.244146295315546,2.3946965641221383e-26,1.9843122368451364e-25
REM1,Upregulated,1.321759740816394,2.4602914743950384e-26,2.0366554867921056e-25
ITPRID1,Upregulated,2.950118830202927,3.14042820636339e-26,2.579330172623708e-25
NUF2,Upregulated,1.2237793808959192,3.1476929668606934e-26,2.584032739738744e-25
GABRA5,Upregulated,3.848410933817135,3.2658177838904687e-26,2.6770775857399017e-25
PIM2,Upregulated,1.1026276808118738,3.309593116545798e-26,2.711637347026396e-25
PDE1C,Upregulated,1.6012582913903577,3.7847509126667594e-26,3.088886646662594e-25
ASB12,Upregulated,1.5517224826292877,3.938641993246084e-26,3.212921369417651e-25
GPR19,Upregulated,1.3585597773437423,4.2677600262160964e-26,3.4729595404806507e-25
ANKRD7,Upregulated,1.9326717728705818,4.559331197651326e-26,3.706636907804865e-25
DLX5,Upregulated,2.008733883226734,5.1220908563139586e-26,4.150080178368665e-25
AIM2,Upregulated,1.7475974123393647,5.1665113486475445e-26,4.18405173763121e-25
AIF1L,Upregulated,1.4349850772547452,5.774164131637602e-26,4.662658366615299e-25
PRR11,Upregulated,1.2682158571403275,5.86555329224702e-26,4.7319033479213345e-25
RASAL1,Upregulated,1.962863048929816,5.999281811474405e-26,4.830500865756945e-25
LINC00634,Upregulated,1.6353222346650405,6.095535730876663e-26,4.90564975311397e-25
HTR6,Upregulated,1.989284454634804,6.134435978653111e-26,4.934590858151817e-25
FBXL13,Upregulated,1.2783675911047547,6.570352680325443e-26,5.282714597572008e-25
TM4SF4,Upregulated,2.2196492602000153,6.760467155450796e-26,5.419996303997514e-25
SYT8,Upregulated,2.4649523359359984,7.319265229504337e-26,5.854017373650253e-25
SPHK1,Upregulated,1.166743712668901,8.036120392705511e-26,6.406001384270661e-25
IRX1,Upregulated,2.1707168787668976,8.378820395190637e-26,6.669684058532973e-25
CCDC168,Upregulated,1.370920651128498,8.737769634731879e-26,6.945533931244261e-25
KRT23,Upregulated,2.0343299432612127,8.900295779848335e-26,7.068030536995925e-25
NLRP7,Upregulated,2.280204160013717,9.066854234309134e-26,7.193494748846018e-25
RGS2,Upregulated,1.468241213042208,9.508204513060854e-26,7.532974863863408e-25
MEIOC,Upregulated,1.3394360371726892,9.666830745583576e-26,7.655035592304579e-25
TMEM171,Upregulated,1.9024834799465509,9.998915402916067e-26,7.914275897414188e-25
C1orf105,Upregulated,2.3371721520329514,1.0136712141771877e-25,8.015785371458609e-25
CCNA1,Upregulated,1.8835827787921307,1.0547936235094748e-25,8.32136999599486e-25
ZNF521,Upregulated,1.165740968019853,1.1109409251499773e-25,8.76020490907366e-25
CDCA5,Upregulated,1.1606263715999336,1.133510398125694e-25,8.933977729452652e-25
PCBP3,Upregulated,1.5813710842376063,1.1354728730573753e-25,8.945245702903434e-25
KANK4,Upregulated,1.7517671733555904,1.1845583925691184e-25,9.323190949109404e-25
ELAVL2,Upregulated,1.8193746916625333,1.1872387803523212e-25,9.339908455742628e-25
CD82,Upregulated,1.05489260509822,1.2400536820158171e-25,9.746264613146788e-25
RAET1L,Upregulated,2.6445380485894585,1.2797050759473296e-25,1.0039106922898958e-24
ACR,Upregulated,1.376725682185129,1.461338588201992e-25,1.1408723633837046e-24
FGF9,Upregulated,2.2939036472110335,1.477027984060154e-25,1.1522465518774102e-24
SH2B2,Upregulated,1.0043756965483084,1.7074001132310428e-25,1.3307257707020773e-24
KRT9,Upregulated,2.879050251198953,1.757017793929823e-25,1.3655932742821235e-24
ZBTB32,Upregulated,1.2682485791567755,1.8316478103965695e-25,1.420630389259633e-24
DUSP9,Upregulated,2.407218719188347,2.050939238384732e-25,1.5866897665439114e-24
OGFRL1,Upregulated,1.003478654364102,2.171806981560216e-25,1.6771065136353682e-24
S100A8,Upregulated,2.767659137672012,2.2107035046157088e-25,1.7063581809420007e-24
PDIA2,Upregulated,2.0938649403913203,2.2495853730330414e-25,1.734774425469853e-24
SMOC1,Upregulated,2.3164734711370265,2.360707428425131e-25,1.8187956084626478e-24
PRR18,Upregulated,2.523647478329314,2.4237184093701904e-25,1.865629741242859e-24
ULBP1,Upregulated,1.8139396591246375,2.539363623357127e-25,1.9519613786135282e-24
APCDD1L,Upregulated,1.8357455543522265,2.563888508110748e-25,1.9699112253621618e-24
NPTX2,Upregulated,1.7123043906998128,3.011060800733695e-25,2.3050473653769847e-24
ZNF883,Upregulated,1.5867628514461543,3.131987156057358e-25,2.3932544549791045e-24
H2BC11,Upregulated,1.6394715721307445,3.620812459471958e-25,2.7554940874712253e-24
TMEM132E,Upregulated,2.12222887639895,3.9858122573648944e-25,3.029145141541052e-24
DLX6,Upregulated,2.886098032758988,5.507600563608545e-25,4.166813801796316e-24
ALDH1A3,Upregulated,1.3636542302045325,5.894045989178794e-25,4.451158077657831e-24
SLC2A6,Upregulated,1.1706566529421374,6.157877518528426e-25,4.6462223721822566e-24
APBA1,Upregulated,1.2177012462497843,7.841791096754382e-25,5.877142363049668e-24
TLR6,Upregulated,1.0868789618883186,9.1238454909499e-25,6.825807402052894e-24
LCT,Upregulated,2.62440174940913,9.421277835278288e-25,7.042048633065533e-24
C4orf54,Upregulated,2.9148050623606254,9.857835765881077e-25,7.361803684947132e-24
GRIN2B,Upregulated,2.0603943065399144,1.0402436676462847e-24,7.747830830721308e-24
SH3GL3,Upregulated,2.792924579657494,1.0693036273819798e-24,7.950163550260706e-24
SLC45A3,Upregulated,1.0821293612781537,1.1219945398836075e-24,8.327163720409374e-24
DNMT3B,Upregulated,1.0962997053779553,1.1355758157285318e-24,8.424236321012192e-24
LRRC14B,Upregulated,2.1480679919027397,1.1743698764356733e-24,8.704336196733812e-24
POPDC3,Upregulated,2.2217065342739435,1.3260176496358377e-24,9.806689119861869e-24
FXYD5,Upregulated,1.0148642138432196,1.3627431547839098e-24,1.0069424332091672e-23
NEURL3,Upregulated,1.5208237427342972,1.362527198818303e-24,1.0069424332091672e-23
TNFRSF11A,Upregulated,1.223544625252045,1.3969031942066421e-24,1.031275761844376e-23
LZTS3,Upregulated,1.2735908898826562,1.5128599306931103e-24,1.1154102993621405e-23
RAD51AP2,Upregulated,1.5476179981962863,1.5252788002181877e-24,1.123579662047518e-23
TNFRSF10D,Upregulated,1.1985044380632914,1.686715359729525e-24,1.2414106733511297e-23
SLCO4A1,Upregulated,1.484277191928318,1.756917134178115e-24,1.2908150918416715e-23
SLC26A7,Upregulated,1.8129304300502962,1.893573386156636e-24,1.3887859330186808e-23
LTB,Upregulated,1.837465409948185,1.9296671247757886e-24,1.4127889965432157e-23
HOXA11,Upregulated,1.7228600396157465,2.0890442300747336e-24,1.524157954563e-23
DAPP1,Upregulated,1.0864578542850105,2.1409243828219768e-24,1.5592988520093425e-23
UBE2C,Upregulated,1.275543024613182,2.1899062989322618e-24,1.5942821746086214e-23
KIF20A,Upregulated,1.070072989004631,2.6674054207241064e-24,1.937706715842332e-23
RAB6B,Upregulated,1.220709554514713,3.077134326963043e-24,2.2285992701059346e-23
KLK7,Upregulated,2.811745690009165,3.3529795803875586e-24,2.4221093457636116e-23
SGO1,Upregulated,1.1328040390740102,3.534369637050438e-24,2.5520429017979678e-23
ANKRD35,Upregulated,1.4911458175702417,3.803221645821543e-24,2.7426325167548136e-23
CXCL1,Upregulated,2.3233242605192954,4.135714263164955e-24,2.974737405741785e-23
MATN1,Upregulated,1.0916096967908144,4.463445530711768e-24,3.209093086492041e-23
RNF175,Upregulated,1.1108331682609736,4.4675501185400466e-24,3.2106691519713316e-23
CKAP2L,Upregulated,1.0459458419611833,5.139953676644206e-24,3.6812944677262345e-23
KRT6B,Upregulated,2.6987997373260146,5.2404384495146515e-24,3.750063115535037e-23
COCH,Upregulated,2.143793777570494,6.429007392142788e-24,4.5752512123481614e-23
NRG2,Upregulated,1.7158772446980992,7.099474420354196e-24,5.0459769927564037e-23
VLDLR,Upregulated,1.1053773614399842,7.624148851383157e-24,5.400599616751917e-23
SERPINB5,Upregulated,2.29631065972862,7.752085548821323e-24,5.486594105970167e-23
CXCL3,Upregulated,1.6730986409850415,8.686595897296279e-24,6.129910547448925e-23
SLC4A11,Upregulated,1.4832549958722243,9.822331019943918e-24,6.913932627371844e-23
CX3CL1,Upregulated,1.3616818929605767,1.0572175138464134e-23,7.423073033230276e-23
SPEG,Upregulated,1.200539038043408,1.0818849064953583e-23,7.589922194000867e-23
DEPDC7,Upregulated,1.0903379720297859,1.0923570074015455e-23,7.660187736114096e-23
POU3F3,Upregulated,2.762747207203816,1.1368629653719656e-23,7.958988933554861e-23
UBL4B,Upregulated,1.362910923930469,1.1658920909392392e-23,8.158814682237577e-23
ACTL8,Upregulated,3.3081817318989404,1.1971522603854072e-23,8.370592314598173e-23
RCOR2,Upregulated,1.7262803801818627,1.2672404590191305e-23,8.856966205667428e-23
HRK,Upregulated,2.135036845058913,1.3287146480098045e-23,9.271181010302826e-23
ARSF,Upregulated,2.678763933168113,1.465088702950069e-23,1.0193082944519585e-22
FOXL2,Upregulated,2.3765595165112914,1.4701944809175344e-23,1.0224368245916971e-22
OR2I1P,Upregulated,1.9254984591884667,1.527387728326172e-23,1.0617716431941935e-22
TMEM100,Upregulated,1.7229094941552583,1.633537817568317e-23,1.1346227919460863e-22
NSG1,Upregulated,1.7163276105185055,1.7097632471738476e-23,1.1865855888199485e-22
NKX1-2,Upregulated,3.3651066284957167,1.8696181484275824e-23,1.2959186406194158e-22
LIF,Upregulated,1.4283848275712174,1.9864506439803487e-23,1.3757645796675782e-22
SLC22A31,Upregulated,2.4834775267775964,2.4643315481433378e-23,1.701118340058814e-22
DLL3,Upregulated,2.2043836183555765,2.709417352783483e-23,1.8672290032236913e-22
PLAAT1,Upregulated,1.7495180927284648,2.713916771211808e-23,1.8695623617194843e-22
SOX11,Upregulated,2.1312823731649915,2.7516426835901435e-23,1.8947734771169536e-22
FAM72C,Upregulated,1.5332529462371907,3.2368321500391794e-23,2.2215837340497853e-22
LBP,Upregulated,2.857054233318002,3.3481060997022347e-23,2.2951410862311603e-22
MAEL,Upregulated,2.0777267019117995,3.3975352883266695e-23,2.3271245377571653e-22
CEACAM19,Upregulated,1.3343503343004026,4.526888862677895e-23,3.074328892663289e-22
BIRC5,Upregulated,1.2375425174816101,4.7130725715160597e-23,3.1994768431302716e-22
OR7C1,Upregulated,1.5545430370567728,4.9017248873649245e-23,3.3208295968152683e-22
ROR1,Upregulated,1.169468118884008,4.959719694979537e-23,3.358764592146691e-22
PAK3,Upregulated,1.428115509509642,5.35580700590251e-23,3.6196975851486045e-22
PTTG1,Upregulated,1.073097374245213,5.72603356896293e-23,3.863691782787366e-22
ADAMTS9,Upregulated,1.095531313923108,6.278700922745336e-23,4.228111957121889e-22
POU4F1,Upregulated,3.6498797013414053,6.893950818334405e-23,4.633132359415452e-22
KIF4A,Upregulated,1.0465336912908663,7.43260797477088e-23,4.979194839603094e-22
ARID3C,Upregulated,1.4489536737890985,8.005178499404053e-23,5.352088277498815e-22
KIR2DL4,Upregulated,1.9589520424153228,8.143472579385047e-23,5.442381276382013e-22
CENPF,Upregulated,1.0579621330647717,8.409903055524256e-23,5.61596867526417e-22
CXCL8,Upregulated,1.8584093882313388,9.400428817786333e-23,6.259992026695635e-22
FAM72D,Upregulated,1.2879161858808215,9.662521987776113e-23,6.424333430922193e-22
CCL18,Upregulated,2.057424797348761,9.921049904906265e-23,6.59100062538846e-22
TMEM108,Upregulated,1.5400598091811304,1.0402229406724734e-22,6.899748213358153e-22
TREX2,Upregulated,1.292245180710247,1.0565289158892e-22,6.999608303057573e-22
FBXO17,Upregulated,1.1345426366765168,1.0821763374228682e-22,7.163870801520154e-22
SEC14L4,Upregulated,2.7775224210167555,1.0919093094894813e-22,7.225452695194881e-22
ECEL1,Upregulated,1.6386680806944416,1.0934094737577666e-22,7.232528859513549e-22
UNC13D,Upregulated,1.1685341507008211,1.0942321399726676e-22,7.235119797503404e-22
PRSS51,Upregulated,1.7128784506893087,1.121456969646131e-22,7.409295398039845e-22
POMC,Upregulated,1.8750494958572885,1.2518667307789948e-22,8.248170595101163e-22
PCARE,Upregulated,2.595865214033525,1.4838087592002992e-22,9.741955983361213e-22
WNK3,Upregulated,1.4305941186843072,1.5471626793587405e-22,1.015393552035752e-21
FAM133A,Upregulated,1.941632066729056,1.5606620826107448e-22,1.023852873890941e-21
BMP2,Upregulated,1.4220038981702345,1.5882773543010126e-22,1.041562508750211e-21
TM4SF1,Upregulated,1.2633982070942769,1.6052324138857877e-22,1.0522702758420384e-21
FAM72A,Upregulated,1.1661083796122111,1.6330360282067492e-22,1.0696608990064341e-21
MAST1,Upregulated,1.5898015100224394,1.763558798330629e-22,1.1533550878992832e-21
NCALD,Upregulated,1.2748644157436697,1.8594292066781434e-22,1.2141617083513291e-21
LHX2,Upregulated,2.089733590038641,2.0016140111527068e-22,1.3044680131689303e-21
ANXA8,Upregulated,2.1837821201817875,2.0473114609989072e-22,1.3326973558452754e-21
TOX,Upregulated,1.4105405935935524,2.0753368912797637e-22,1.3498936741884802e-21
C11orf86,Upregulated,3.9482087627719564,2.1905225019927505e-22,1.4231614459541136e-21
FAM83D,Upregulated,1.2043179752411768,2.3234251670398114e-22,1.5060101044117512e-21
CPA4,Upregulated,1.9244299903384163,2.692349375951126e-22,1.738429281671827e-21
SLC6A17,Upregulated,1.871435918215672,2.7843175738801383e-22,1.795050822976181e-21
FBXO32,Upregulated,1.0579865544226286,2.8215946740114437e-22,1.817687313403842e-21
C5orf46,Upregulated,1.6906269084437988,2.941353312902599e-22,1.89410968227882e-21
JPH2,Upregulated,1.5152699555389322,3.068273480418128e-22,1.9743263775109058e-21
MYBL2,Upregulated,1.3853387178826257,3.07357283196908e-22,1.976978570999882e-21
CENPE,Upregulated,1.0175644252997504,3.085812703970922e-22,1.9840912935374892e-21
ELAVL4,Upregulated,1.3523396227062512,3.787436997133527e-22,2.428704824594257e-21
AC007906.2,Upregulated,1.681575908370898,4.1072599439341896e-22,2.6297742158187328e-21
FAM81A,Upregulated,1.1030400547663644,4.271053874190968e-22,2.733604744182919e-21
OVOL3,Upregulated,1.4452658847012896,4.622180110404186e-22,2.9459817651277708e-21
ENPP3,Upregulated,1.8244583257901827,4.833833439998842e-22,3.0773756462154177e-21
GZMB,Upregulated,1.7663642303874576,5.038047749166352e-22,3.2049543619933576e-21
DEPDC1B,Upregulated,1.0377227238181708,5.259165090557378e-22,3.343084571763622e-21
UGT2B7,Upregulated,2.8615151970213426,5.391849197012519e-22,3.426130367882141e-21
AMTN,Upregulated,3.0606454999373485,5.646369803714195e-22,3.586502318000526e-21
CBS,Upregulated,1.8476533639556143,6.093462450020484e-22,3.8646410128803885e-21
INA,Upregulated,2.904597709239513,6.192525098303835e-22,3.923023069823577e-21
ITGB8,Upregulated,1.3644719748475629,6.335056841829256e-22,4.011804385538648e-21
GINS4,Upregulated,1.1102651183006016,6.697867083406716e-22,4.233576528472589e-21
KIF14,Upregulated,1.1691194449371198,7.7331613725880545e-22,4.86962914940016e-21
ACP7,Upregulated,2.4932818147013833,8.534164652639473e-22,5.361959438192795e-21
ATOH7,Upregulated,1.9507030162768455,8.71273166389302e-22,5.4700575607118935e-21
TAP1,Upregulated,1.1002088092808255,9.10705653432457e-22,5.715486545728631e-21
