Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Negative Regulation Of Double-Strand Break Repair Via Homologous Recombination (GO:2000042),1/21,0.1843223191832536,0.3973977095034681,0,0,5.152864583333334,8.713851202760859,SENP3
GO_Biological_Process_2023,DNA Replication Initiation (GO:0006270),1/21,0.1843223191832536,0.3973977095034681,0,0,5.152864583333334,8.713851202760859,ORC2
GO_Biological_Process_2023,Negative Regulation Of miRNA Metabolic Process (GO:2000629),1/21,0.1843223191832536,0.3973977095034681,0,0,5.152864583333334,8.713851202760859,ESR1
GO_Biological_Process_2023,Regulation Of Lipid Storage (GO:0010883),1/21,0.1843223191832536,0.3973977095034681,0,0,5.152864583333334,8.713851202760859,FTO
GO_Biological_Process_2023,Positive Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010971),1/21,0.1843223191832536,0.3973977095034681,0,0,5.152864583333334,8.713851202760859,RAD51B
GO_Biological_Process_2023,Chaperone-Mediated Protein Complex Assembly (GO:0051131),1/21,0.1843223191832536,0.3973977095034681,0,0,5.152864583333334,8.713851202760859,PFDN6
GO_Biological_Process_2023,Response To Cadmium Ion (GO:0046686),1/21,0.1843223191832536,0.3973977095034681,0,0,5.152864583333334,8.713851202760859,DAXX
GO_Biological_Process_2023,Endocardial Cushion Morphogenesis (GO:0003203),1/21,0.1843223191832536,0.3973977095034681,0,0,5.152864583333334,8.713851202760859,MDM4
GO_Biological_Process_2023,Sulfur Compound Transport (GO:0072348),1/21,0.1843223191832536,0.3973977095034681,0,0,5.152864583333334,8.713851202760859,SLC27A1
GO_Biological_Process_2023,Zinc Ion Transmembrane Transport (GO:0071577),1/21,0.1843223191832536,0.3973977095034681,0,0,5.152864583333334,8.713851202760859,SLC39A7
GO_Biological_Process_2023,Positive Regulation Of Signal Transduction By P53 Class Mediator (GO:1901798),1/21,0.1843223191832536,0.3973977095034681,0,0,5.152864583333334,8.713851202760859,ATM
GO_Biological_Process_2023,Positive Regulation Of Vacuole Organization (GO:0044090),1/21,0.1843223191832536,0.3973977095034681,0,0,5.152864583333334,8.713851202760859,RALB
GO_Biological_Process_2023,Purine Nucleotide Biosynthetic Process (GO:0006164),1/21,0.1843223191832536,0.3973977095034681,0,0,5.152864583333334,8.713851202760859,ADSL
GO_Biological_Process_2023,Positive Regulation Of Cell Population Proliferation (GO:0008284),7/483,0.1869868772487726,0.3980458307498495,0,0,1.5283839342188488,2.562667080077829,BST2;TCF7L2;TERT;SOX15;TNFSF13;SPDYA;PTHLH
GO_Biological_Process_2023,Regulation Of Phosphorylation (GO:0042325),2/82,0.1875538548216706,0.3980458307498495,0,0,2.582068062827225,4.321579557191945,CDKN2B;CDKN2A
GO_Biological_Process_2023,Ribosome Biogenesis (GO:0042254),3/155,0.1889647071835134,0.3980458307498495,0,0,2.041724376731302,3.4019109802252814,DDX10;WDR46;WDR43
GO_Biological_Process_2023,Epigenetic Regulation Of Gene Expression (GO:0040029),2/83,0.1910400867084139,0.3980458307498495,0,0,2.5500614052097474,4.221045229324905,PHF1;TP53
GO_Biological_Process_2023,Vascular Transport (GO:0010232),2/83,0.1910400867084139,0.3980458307498495,0,0,2.5500614052097474,4.221045229324905,SLC27A1;ATP1B2
GO_Biological_Process_2023,Vesicle-Mediated Transport To The Plasma Membrane (GO:0098876),2/83,0.1910400867084139,0.3980458307498495,0,0,2.5500614052097474,4.221045229324905,VPS52;VTI1A
GO_Biological_Process_2023,Positive Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032436),2/83,0.1910400867084139,0.3980458307498495,0,0,2.5500614052097474,4.221045229324905,DDA1;NKD2
GO_Biological_Process_2023,Positive Regulation Of Ubiquitin-Dependent Protein Catabolic Process (GO:2000060),2/83,0.1910400867084139,0.3980458307498495,0,0,2.5500614052097474,4.221045229324905,DDA1;NKD2
GO_Biological_Process_2023,Negative Regulation Of Extrinsic Apoptotic Signaling Pathway In Absence Of Ligand (GO:2001240),1/22,0.1922018710551443,0.3980458307498495,0,0,4.907242063492063,8.093068009653642,TERT
GO_Biological_Process_2023,Negative Regulation Of Signal Transduction In Absence Of Ligand (GO:1901099),1/22,0.1922018710551443,0.3980458307498495,0,0,4.907242063492063,8.093068009653642,TERT
GO_Biological_Process_2023,Regulation Of Mitochondrial Translation (GO:0070129),1/22,0.1922018710551443,0.3980458307498495,0,0,4.907242063492063,8.093068009653642,RMND1
GO_Biological_Process_2023,Cellular Response To Cadmium Ion (GO:0071276),1/22,0.1922018710551443,0.3980458307498495,0,0,4.907242063492063,8.093068009653642,DAXX
GO_Biological_Process_2023,Cellular Response To Low-Density Lipoprotein Particle Stimulus (GO:0071404),1/22,0.1922018710551443,0.3980458307498495,0,0,4.907242063492063,8.093068009653642,CD68
GO_Biological_Process_2023,Response To Gamma Radiation (GO:0010332),1/22,0.1922018710551443,0.3980458307498495,0,0,4.907242063492063,8.093068009653642,TP53
GO_Biological_Process_2023,Cytoskeleton-Dependent Intracellular Transport (GO:0030705),1/22,0.1922018710551443,0.3980458307498495,0,0,4.907242063492063,8.093068009653642,KIF1B
GO_Biological_Process_2023,Positive Regulation Of Excitatory Postsynaptic Potential (GO:2000463),1/22,0.1922018710551443,0.3980458307498495,0,0,4.907242063492063,8.093068009653642,NLGN2
GO_Biological_Process_2023,Glucose Transmembrane Transport (GO:1904659),1/22,0.1922018710551443,0.3980458307498495,0,0,4.907242063492063,8.093068009653642,HNF1A
GO_Biological_Process_2023,Positive Regulation Of Phosphatase Activity (GO:0010922),1/22,0.1922018710551443,0.3980458307498495,0,0,4.907242063492063,8.093068009653642,PPP1R15B
GO_Biological_Process_2023,Vesicle Transport Along Microtubule (GO:0047496),1/22,0.1922018710551443,0.3980458307498495,0,0,4.907242063492063,8.093068009653642,TRAK2
GO_Biological_Process_2023,"Positive Regulation Of Synaptic Transmission, Glutamatergic (GO:0051968)",1/22,0.1922018710551443,0.3980458307498495,0,0,4.907242063492063,8.093068009653642,NLGN2
GO_Biological_Process_2023,Membrane Protein Ectodomain Proteolysis (GO:0006509),1/22,0.1922018710551443,0.3980458307498495,0,0,4.907242063492063,8.093068009653642,SPPL3
GO_Biological_Process_2023,Protein Peptidyl-Prolyl Isomerization (GO:0000413),1/22,0.1922018710551443,0.3980458307498495,0,0,4.907242063492063,8.093068009653642,PPIL3
GO_Biological_Process_2023,Negative Regulation Of G Protein-Coupled Receptor Signaling Pathway (GO:0045744),1/22,0.1922018710551443,0.3980458307498495,0,0,4.907242063492063,8.093068009653642,RPGRIP1L
GO_Biological_Process_2023,Negative Regulation Of Axonogenesis (GO:0050771),1/22,0.1922018710551443,0.3980458307498495,0,0,4.907242063492063,8.093068009653642,EFNB3
GO_Biological_Process_2023,Negative Regulation Of Cell Development (GO:0010721),1/22,0.1922018710551443,0.3980458307498495,0,0,4.907242063492063,8.093068009653642,PTHLH
GO_Biological_Process_2023,Ribosomal Small Subunit Biogenesis (GO:0042274),2/84,0.1945349936790616,0.4016107652525281,0,0,2.5188353977780618,4.123694283740556,WDR46;WDR43
GO_Biological_Process_2023,Purine Ribonucleotide Metabolic Process (GO:0009150),2/84,0.1945349936790616,0.4016107652525281,0,0,2.5188353977780618,4.123694283740556,PTHLH;ACAT1
GO_Biological_Process_2023,Regulation Of Kinase Activity (GO:0043549),2/85,0.198038087051993,0.402155404111212,0,0,2.488361824260392,4.029394119493351,ECT2;CAMKK2
GO_Biological_Process_2023,Epidermis Development (GO:0008544),2/85,0.198038087051993,0.402155404111212,0,0,2.488361824260392,4.029394119493351,MANSC4;PTHLH
GO_Biological_Process_2023,Transport Across Blood-Brain Barrier (GO:0150104),2/85,0.198038087051993,0.402155404111212,0,0,2.488361824260392,4.029394119493351,SLC27A1;ATP1B2
GO_Biological_Process_2023,Positive Regulation Of Protein Localization (GO:1903829),2/85,0.198038087051993,0.402155404111212,0,0,2.488361824260392,4.029394119493351,TCF7L2;NLGN2
GO_Biological_Process_2023,Macromolecule Catabolic Process (GO:0009057),2/85,0.198038087051993,0.402155404111212,0,0,2.488361824260392,4.029394119493351,MVB12A;USE1
GO_Biological_Process_2023,Mitotic Spindle Organization (GO:0007052),2/85,0.198038087051993,0.402155404111212,0,0,2.488361824260392,4.029394119493351,KIFC1;PIBF1
GO_Biological_Process_2023,Negative Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:1902042),1/23,0.2000056960278914,0.402155404111212,0,0,4.683948863636363,7.538391483421721,CFLAR
GO_Biological_Process_2023,Negative Regulation Of Lymphocyte Activation (GO:0051250),1/23,0.2000056960278914,0.402155404111212,0,0,4.683948863636363,7.538391483421721,PIBF1
GO_Biological_Process_2023,Regulation Of Lipid Catabolic Process (GO:0050994),1/23,0.2000056960278914,0.402155404111212,0,0,4.683948863636363,7.538391483421721,ALK
GO_Biological_Process_2023,"Regulation Of Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Dependent Decay (GO:1900151)",1/23,0.2000056960278914,0.402155404111212,0,0,4.683948863636363,7.538391483421721,TNRC6B
GO_Biological_Process_2023,Endocardial Cushion Development (GO:0003197),1/23,0.2000056960278914,0.402155404111212,0,0,4.683948863636363,7.538391483421721,MDM4
GO_Biological_Process_2023,Hepaticobiliary System Development (GO:0061008),1/23,0.2000056960278914,0.402155404111212,0,0,4.683948863636363,7.538391483421721,PHF1
GO_Biological_Process_2023,Zinc Ion Transport (GO:0006829),1/23,0.2000056960278914,0.402155404111212,0,0,4.683948863636363,7.538391483421721,SLC39A7
GO_Biological_Process_2023,Long-Chain Fatty Acid Transport (GO:0015909),1/23,0.2000056960278914,0.402155404111212,0,0,4.683948863636363,7.538391483421721,SLC27A1
GO_Biological_Process_2023,Protein Localization To Cell Junction (GO:1902414),1/23,0.2000056960278914,0.402155404111212,0,0,4.683948863636363,7.538391483421721,NLGN2
GO_Biological_Process_2023,Regulation Of T Cell Migration (GO:2000404),1/23,0.2000056960278914,0.402155404111212,0,0,4.683948863636363,7.538391483421721,TMEM102
GO_Biological_Process_2023,Regulation Of Cardiac Muscle Hypertrophy (GO:0010611),1/23,0.2000056960278914,0.402155404111212,0,0,4.683948863636363,7.538391483421721,P2RX4
GO_Biological_Process_2023,Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901990),2/86,0.2015488866552961,0.4040208979822959,0,0,2.4586138120169534,3.938019061225504,CDKN2B;CDKN2A
GO_Biological_Process_2023,Negative Regulation Of Binding (GO:0051100),2/86,0.2015488866552961,0.4040208979822959,0,0,2.4586138120169534,3.938019061225504,RALB;PEX14
GO_Biological_Process_2023,Glucose Homeostasis (GO:0042593),2/87,0.2050669207511823,0.4070976452631522,0,0,2.429565753002772,3.849449923180627,TCF7L2;HNF1A
GO_Biological_Process_2023,Intracellular Protein Transport (GO:0006886),5/325,0.2061243073208936,0.4070976452631522,0,0,1.619597739361702,2.557791610398976,ANKLE1;STRADB;MVB12A;FAM91A1;TRAK2
GO_Biological_Process_2023,Protein Autophosphorylation (GO:0046777),3/162,0.2061872906931185,0.4070976452631522,0,0,1.951142005958292,3.0807953665313823,ALK;ATM;CAMKK2
GO_Biological_Process_2023,Neuromuscular Junction Development (GO:0007528),1/24,0.2077345181464676,0.4070976452631522,0,0,4.480072463768116,7.04040865212542,UNC13A
GO_Biological_Process_2023,Peroxisome Organization (GO:0007031),1/24,0.2077345181464676,0.4070976452631522,0,0,4.480072463768116,7.04040865212542,PEX14
GO_Biological_Process_2023,Regulation Of Ruffle Assembly (GO:1900027),1/24,0.2077345181464676,0.4070976452631522,0,0,4.480072463768116,7.04040865212542,P2RX4
GO_Biological_Process_2023,Positive Regulation Of ERBB Signaling Pathway (GO:1901186),1/24,0.2077345181464676,0.4070976452631522,0,0,4.480072463768116,7.04040865212542,RALB
GO_Biological_Process_2023,Response To Copper Ion (GO:0046688),1/24,0.2077345181464676,0.4070976452631522,0,0,4.480072463768116,7.04040865212542,DAXX
GO_Biological_Process_2023,Response To Hexose (GO:0009746),1/24,0.2077345181464676,0.4070976452631522,0,0,4.480072463768116,7.04040865212542,TCF7L2
GO_Biological_Process_2023,Positive Regulation Of Cell Cycle G2/M Phase Transition (GO:1902751),1/24,0.2077345181464676,0.4070976452631522,0,0,4.480072463768116,7.04040865212542,RAD51B
GO_Biological_Process_2023,Positive Regulation Of Cellular Response To Transforming Growth Factor Beta Stimulus (GO:1903846),1/24,0.2077345181464676,0.4070976452631522,0,0,4.480072463768116,7.04040865212542,CDKN2B
GO_Biological_Process_2023,Endosome Transport Via Multivesicular Body Sorting Pathway (GO:0032509),1/24,0.2077345181464676,0.4070976452631522,0,0,4.480072463768116,7.04040865212542,MVB12A
GO_Biological_Process_2023,Positive Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0030511),1/24,0.2077345181464676,0.4070976452631522,0,0,4.480072463768116,7.04040865212542,CDKN2B
GO_Biological_Process_2023,Regulation Of AMPA Receptor Activity (GO:2000311),1/24,0.2077345181464676,0.4070976452631522,0,0,4.480072463768116,7.04040865212542,NLGN2
GO_Biological_Process_2023,Multivesicular Body Sorting Pathway (GO:0071985),1/24,0.2077345181464676,0.4070976452631522,0,0,4.480072463768116,7.04040865212542,EXPH5
GO_Biological_Process_2023,Positive Regulation Of Cell Adhesion (GO:0045785),2/88,0.2085917258713238,0.4077273200190879,0,0,2.401193230244734,3.763573606324517,TMEM102;ATM
GO_Biological_Process_2023,Nitrogen Compound Transport (GO:0071705),3/163,0.2086768918909574,0.4077273200190879,0,0,1.9388486842105264,3.0381142232275384,SLC6A19;SLC6A18;SLC6A3
GO_Biological_Process_2023,Positive Regulation Of DNA Repair (GO:0045739),2/89,0.2121228467416788,0.4103787896810524,0,0,2.37347294938918,3.6802827236774935,BABAM1;WRAP53
GO_Biological_Process_2023,Sensory Perception Of Mechanical Stimulus (GO:0050954),2/89,0.2121228467416788,0.4103787896810524,0,0,2.37347294938918,3.6802827236774935,P2RX4;COL11A2
GO_Biological_Process_2023,Regulation Of Chondrocyte Differentiation (GO:0032330),1/25,0.2153890545113794,0.4103787896810524,0,0,4.293185763888889,6.591368159843864,PTHLH
GO_Biological_Process_2023,Regulation Of Double-Strand Break Repair Via Nonhomologous End Joining (GO:2001032),1/25,0.2153890545113794,0.4103787896810524,0,0,4.293185763888889,6.591368159843864,WRAP53
GO_Biological_Process_2023,Negative Regulation Of Intracellular Protein Transport (GO:0090317),1/25,0.2153890545113794,0.4103787896810524,0,0,4.293185763888889,6.591368159843864,C11ORF65
GO_Biological_Process_2023,Negative Regulation Of Lipid Biosynthetic Process (GO:0051055),1/25,0.2153890545113794,0.4103787896810524,0,0,4.293185763888889,6.591368159843864,SLC27A1
GO_Biological_Process_2023,Regulation Of Protein Processing (GO:0070613),1/25,0.2153890545113794,0.4103787896810524,0,0,4.293185763888889,6.591368159843864,NKD2
GO_Biological_Process_2023,Peptide Hormone Secretion (GO:0030072),1/25,0.2153890545113794,0.4103787896810524,0,0,4.293185763888889,6.591368159843864,GHSR
GO_Biological_Process_2023,Phosphatidylethanolamine Metabolic Process (GO:0046337),1/25,0.2153890545113794,0.4103787896810524,0,0,4.293185763888889,6.591368159843864,SLC27A1
GO_Biological_Process_2023,Positive Regulation Of T Cell Migration (GO:2000406),1/25,0.2153890545113794,0.4103787896810524,0,0,4.293185763888889,6.591368159843864,TMEM102
GO_Biological_Process_2023,Response To Zinc Ion (GO:0010043),1/25,0.2153890545113794,0.4103787896810524,0,0,4.293185763888889,6.591368159843864,P2RX4
GO_Biological_Process_2023,Sodium Ion Homeostasis (GO:0055078),1/25,0.2153890545113794,0.4103787896810524,0,0,4.293185763888889,6.591368159843864,ATP1B2
GO_Biological_Process_2023,fatty-acyl-CoA Biosynthetic Process (GO:0046949),1/25,0.2153890545113794,0.4103787896810524,0,0,4.293185763888889,6.591368159843864,ACAT1
GO_Biological_Process_2023,"Wound Healing, Spreading Of Cells (GO:0044319)",1/25,0.2153890545113794,0.4103787896810524,0,0,4.293185763888889,6.591368159843864,MRTFA
GO_Biological_Process_2023,Late Endosome To Vacuole Transport Via Multivesicular Body Sorting Pathway (GO:0032511),1/25,0.2153890545113794,0.4103787896810524,0,0,4.293185763888889,6.591368159843864,MVB12A
GO_Biological_Process_2023,Mitotic Cell Cycle Checkpoint Signaling (GO:0007093),1/25,0.2153890545113794,0.4103787896810524,0,0,4.293185763888889,6.591368159843864,BABAM1
GO_Biological_Process_2023,Regulation Of Cell Cycle Phase Transition (GO:1901987),1/25,0.2153890545113794,0.4103787896810524,0,0,4.293185763888889,6.591368159843864,TP53
GO_Biological_Process_2023,Positive Regulation Of Proteasomal Protein Catabolic Process (GO:1901800),2/90,0.2156598361614061,0.4103787896810524,0,0,2.3463826749167063,3.5994752531075056,DDA1;NKD2
GO_Biological_Process_2023,Regulation Of Epithelial Cell Proliferation (GO:0050678),2/91,0.2192022548834531,0.4135023025916189,0,0,2.3199011706570976,3.521054214768476,TCF7L2;CDKN2B
GO_Biological_Process_2023,Regulation Of RNA Metabolic Process (GO:0051252),2/91,0.2192022548834531,0.4135023025916189,0,0,2.3199011706570976,3.521054214768476,CLK1;OASL
GO_Biological_Process_2023,B Cell Activation (GO:0042113),2/92,0.2227496715149457,0.4135023025916189,0,0,2.2940081442699243,3.4449273709999058,CASP8;SLC39A7
GO_Biological_Process_2023,Positive Regulation Of Neuron Projection Development (GO:0010976),2/92,0.2227496715149457,0.4135023025916189,0,0,2.2940081442699243,3.4449273709999058,ALK;ATP1B2
GO_Biological_Process_2023,Negative Regulation Of Interleukin-1 Beta Production (GO:0032691),1/26,0.22297001541117,0.4135023025916189,0,0,4.12125,6.184833961071719,GHSR
GO_Biological_Process_2023,Negative Regulation Of Lipid Metabolic Process (GO:0045833),1/26,0.22297001541117,0.4135023025916189,0,0,4.12125,6.184833961071719,ALK
GO_Biological_Process_2023,Antigen Processing And Presentation Of Exogenous Peptide Antigen Via MHC Class II (GO:0019886),1/26,0.22297001541117,0.4135023025916189,0,0,4.12125,6.184833961071719,HLA-DPA1
GO_Biological_Process_2023,Nucleic Acid Phosphodiester Bond Hydrolysis (GO:0090305),1/26,0.22297001541117,0.4135023025916189,0,0,4.12125,6.184833961071719,ANKLE1
GO_Biological_Process_2023,Regulation Of Potassium Ion Transmembrane Transporter Activity (GO:1901016),1/26,0.22297001541117,0.4135023025916189,0,0,4.12125,6.184833961071719,ATP1B2
GO_Biological_Process_2023,Cellular Response To Xenobiotic Stimulus (GO:0071466),1/26,0.22297001541117,0.4135023025916189,0,0,4.12125,6.184833961071719,TP53
GO_Biological_Process_2023,Spindle Assembly Checkpoint Signaling (GO:0071173),1/26,0.22297001541117,0.4135023025916189,0,0,4.12125,6.184833961071719,ATM
GO_Biological_Process_2023,Positive Regulation Of Monooxygenase Activity (GO:0032770),1/26,0.22297001541117,0.4135023025916189,0,0,4.12125,6.184833961071719,TERT
GO_Biological_Process_2023,Protein Export From Nucleus (GO:0006611),1/26,0.22297001541117,0.4135023025916189,0,0,4.12125,6.184833961071719,STRADB
GO_Biological_Process_2023,miRNA-mediated Gene Silencing (GO:0035195),1/26,0.22297001541117,0.4135023025916189,0,0,4.12125,6.184833961071719,TNRC6B
GO_Biological_Process_2023,Mitotic G1 DNA Damage Checkpoint Signaling (GO:0031571),1/26,0.22297001541117,0.4135023025916189,0,0,4.12125,6.184833961071719,TP53
GO_Biological_Process_2023,Mitotic Spindle Assembly Checkpoint Signaling (GO:0007094),1/26,0.22297001541117,0.4135023025916189,0,0,4.12125,6.184833961071719,ATM
GO_Biological_Process_2023,Mitotic Spindle Checkpoint Signaling (GO:0071174),1/26,0.22297001541117,0.4135023025916189,0,0,4.12125,6.184833961071719,ATM
GO_Biological_Process_2023,Negative Regulation Of Catalytic Activity (GO:0043086),1/26,0.22297001541117,0.4135023025916189,0,0,4.12125,6.184833961071719,TP53
GO_Biological_Process_2023,Negative Regulation Of Gene Expression (GO:0010629),5/336,0.2251304936203897,0.4169200819796499,0,0,1.564890403034004,2.3333690723322995,DAXX;FXR2;TERT;ESR1;TNRC6B
GO_Biological_Process_2023,Cytoplasmic Translation (GO:0002181),2/93,0.226301662378088,0.417323149862963,0,0,2.268684195385766,3.3710069475011992,EIF4A1;RPS18
GO_Biological_Process_2023,Positive Regulation Of Protein Kinase B Signaling (GO:0051897),2/93,0.226301662378088,0.417323149862963,0,0,2.268684195385766,3.3710069475011992,TCF7L2;P2RX4
GO_Biological_Process_2023,Protein O-linked Glycosylation (GO:0006493),2/93,0.226301662378088,0.417323149862963,0,0,2.268684195385766,3.3710069475011992,B3GALT4;POGLUT3
GO_Biological_Process_2023,"Retrograde Transport, Endosome To Golgi (GO:0042147)",2/94,0.2298578114733739,0.4174037946534989,0,0,2.2439107671295244,3.299209372664253,VPS52;VTI1A
GO_Biological_Process_2023,Regulation Of Extrinsic Apoptotic Signaling Pathway In Absence Of Ligand (GO:2001239),1/27,0.2304781044354811,0.4174037946534989,0,0,3.962540064102564,5.815421470720785,TERT
GO_Biological_Process_2023,Negative Regulation Of Neurogenesis (GO:0050768),1/27,0.2304781044354811,0.4174037946534989,0,0,3.962540064102564,5.815421470720785,EFNB3
GO_Biological_Process_2023,Regulation Of Mitochondrial Fission (GO:0090140),1/27,0.2304781044354811,0.4174037946534989,0,0,3.962540064102564,5.815421470720785,C11ORF65
GO_Biological_Process_2023,Cardiac Muscle Cell Differentiation (GO:0055007),1/27,0.2304781044354811,0.4174037946534989,0,0,3.962540064102564,5.815421470720785,KDM6B
GO_Biological_Process_2023,Peptidyl-Proline Modification (GO:0018208),1/27,0.2304781044354811,0.4174037946534989,0,0,3.962540064102564,5.815421470720785,PPIL3
GO_Biological_Process_2023,Cell Surface Receptor Signaling Pathway Involved In Cell-Cell Signaling (GO:1905114),1/27,0.2304781044354811,0.4174037946534989,0,0,3.962540064102564,5.815421470720785,P2RX7
GO_Biological_Process_2023,Phospholipid Biosynthetic Process (GO:0008654),1/27,0.2304781044354811,0.4174037946534989,0,0,3.962540064102564,5.815421470720785,LPCAT1
GO_Biological_Process_2023,Chaperone Cofactor-Dependent Protein Refolding (GO:0051085),1/27,0.2304781044354811,0.4174037946534989,0,0,3.962540064102564,5.815421470720785,ST13
GO_Biological_Process_2023,Establishment Of Protein Localization To Vacuole (GO:0072666),1/27,0.2304781044354811,0.4174037946534989,0,0,3.962540064102564,5.815421470720785,MVB12A
GO_Biological_Process_2023,"Synaptic Transmission, Glutamatergic (GO:0035249)",1/27,0.2304781044354811,0.4174037946534989,0,0,3.962540064102564,5.815421470720785,UNC13A
GO_Biological_Process_2023,Positive Regulation Of Nitric Oxide Biosynthetic Process (GO:0045429),1/27,0.2304781044354811,0.4174037946534989,0,0,3.962540064102564,5.815421470720785,P2RX4
GO_Biological_Process_2023,mRNA Modification (GO:0016556),1/27,0.2304781044354811,0.4174037946534989,0,0,3.962540064102564,5.815421470720785,TRMT61B
GO_Biological_Process_2023,T Cell Receptor Signaling Pathway (GO:0050852),2/95,0.2334177102167836,0.420998795429351,0,0,2.2196701007712663,3.229455036864548,SPPL3;HLA-DPA1
GO_Biological_Process_2023,Positive Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0090100),2/95,0.2334177102167836,0.420998795429351,0,0,2.2196701007712663,3.229455036864548,CDKN2B;INHBB
GO_Biological_Process_2023,Neuron Differentiation (GO:0030182),3/173,0.2339179331578404,0.420998795429351,0,0,1.823869969040248,2.649690820146272,ALK;NIF3L1;CFLAR
GO_Biological_Process_2023,Regulation Of Transcription By RNA Polymerase II (GO:0006357),23/2028,0.2363692333722176,0.420998795429351,0,0,1.2012498166348833,1.732634863786486,KDM6B;TCF7L2;CASZ1;PHF1;MRTFA;HNF1A;ZBTB22;CHD3;ZBTB4;ESR1;ZBTB2;NR2F6;ZBTB9;RXRB;TOX3;NPAT;NIF3L1;KLF5;SOX15;ORC2;ATM;MDM4;TP53
GO_Biological_Process_2023,Cytokine-Mediated Signaling Pathway (GO:0019221),4/257,0.2368898633082036,0.420998795429351,0,0,1.6357362444318966,2.35572184048916,PLVAP;SLC27A1;TP53;OASL
GO_Biological_Process_2023,Regulation Of Chemotaxis (GO:0050920),1/28,0.2379140184376073,0.420998795429351,0,0,3.815586419753086,5.4785942605634,P2RX4
GO_Biological_Process_2023,Negative Regulation Of Mitotic Metaphase/Anaphase Transition (GO:0045841),1/28,0.2379140184376073,0.420998795429351,0,0,3.815586419753086,5.4785942605634,ATM
GO_Biological_Process_2023,Antigen Processing And Presentation Of Peptide Antigen Via MHC Class II (GO:0002495),1/28,0.2379140184376073,0.420998795429351,0,0,3.815586419753086,5.4785942605634,HLA-DPA1
GO_Biological_Process_2023,Regulation Of Nitric-Oxide Synthase Activity (GO:0050999),1/28,0.2379140184376073,0.420998795429351,0,0,3.815586419753086,5.4785942605634,TERT
GO_Biological_Process_2023,Diterpenoid Metabolic Process (GO:0016101),1/28,0.2379140184376073,0.420998795429351,0,0,3.815586419753086,5.4785942605634,PLB1
GO_Biological_Process_2023,Positive Regulation Of Nitric Oxide Metabolic Process (GO:1904407),1/28,0.2379140184376073,0.420998795429351,0,0,3.815586419753086,5.4785942605634,P2RX4
GO_Biological_Process_2023,Hematopoietic Progenitor Cell Differentiation (GO:0002244),1/28,0.2379140184376073,0.420998795429351,0,0,3.815586419753086,5.4785942605634,TP53
GO_Biological_Process_2023,Positive Regulation Of Protein Import Into Nucleus (GO:0042307),1/28,0.2379140184376073,0.420998795429351,0,0,3.815586419753086,5.4785942605634,ECT2
GO_Biological_Process_2023,Pyroptosis (GO:0070269),1/28,0.2379140184376073,0.420998795429351,0,0,3.815586419753086,5.4785942605634,CASP8
GO_Biological_Process_2023,"Regulation Of DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0043516)",1/28,0.2379140184376073,0.420998795429351,0,0,3.815586419753086,5.4785942605634,ATM
GO_Biological_Process_2023,Negative Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010972),1/28,0.2379140184376073,0.420998795429351,0,0,3.815586419753086,5.4785942605634,BABAM1
GO_Biological_Process_2023,Regulation Of Bone Resorption (GO:0045124),1/28,0.2379140184376073,0.420998795429351,0,0,3.815586419753086,5.4785942605634,P2RX7
GO_Biological_Process_2023,Nervous System Development (GO:0007399),6/433,0.2411942715805824,0.4254301211581175,0,0,1.4562486693634236,2.071007779068977,NFASC;EFNB3;NLGN2;ECT2;FGF11;TRAK2
GO_Biological_Process_2023,Extracellular Matrix Organization (GO:0030198),3/176,0.2415973000328418,0.4254301211581175,0,0,1.7919683602068757,2.5454605713257714,MANSC4;COL11A2;COLGALT1
GO_Biological_Process_2023,Protein Ubiquitination (GO:0016567),6/434,0.2427825601561058,0.4254301211581175,0,0,1.4527712529361787,2.0565270783911496,RNF227;CUL5;MDM4;FBXO32;DDA1;KLHL42
GO_Biological_Process_2023,Phosphatidylinositol Biosynthetic Process (GO:0006661),2/98,0.2441159302656418,0.4254301211581175,0,0,2.149978184991274,3.0317101297364677,HYCC2;SLC27A1
GO_Biological_Process_2023,JNK Cascade (GO:0007254),1/29,0.2452784476136291,0.4254301211581175,0,0,3.6791294642857135,5.170505772822363,DAXX
GO_Biological_Process_2023,RNA Biosynthetic Process (GO:0032774),1/29,0.2452784476136291,0.4254301211581175,0,0,3.6791294642857135,5.170505772822363,POLR2A
GO_Biological_Process_2023,RNA-mediated Gene Silencing (GO:0031047),1/29,0.2452784476136291,0.4254301211581175,0,0,3.6791294642857135,5.170505772822363,TNRC6B
GO_Biological_Process_2023,Alpha-Amino Acid Catabolic Process (GO:1901606),1/29,0.2452784476136291,0.4254301211581175,0,0,3.6791294642857135,5.170505772822363,ACAT1
